sheet_name,country,city,kitchen_id,sku,name,product,mep_classification,suggested_units
Estadio,MEX,,45 ESTADIO,1507,Mezcla Pancakes Tradicionales Liquida,Mezcla Pancakes Tradicionales Liquida,Día de la Madre,10400
Estadio,MEX,,45 ESTADIO,1505,Mezcla Pancakes Avena Liquida,Mezcla Pancakes Avena Liquida,Día de la Madre,4050
Estadio,MEX,,45 ESTADIO,5444,Chilaquiles verdes toppings default,Chilaquiles verdes toppings default,Día de la Madre,8
Estadio,MEX,,45 ESTADIO,5809,Pancakes Tradicionales Nuevos,Pancakes Tradicionales Nuevos,Día de la Madre,11
Estadio,MEX,,45 ESTADIO,2189,Tarjeta Dia de las Madres.🌷,Tarjeta Dia de las Madres.🌷,Día de la Madre,12
Estadio,MEX,,45 ESTADIO,6403,Pancakes de Cajeta y Plátano. 🆕,Pancakes de Cajeta y Plátano. 🆕,Día de la Madre,10
Estadio,MEX,,45 ESTADIO,6218,Croissant de Frutos Rojos,Croissant de Frutos Rojos,Día de la Madre,3
Estadio,MEX,,45 ESTADIO,1288,Chorizo Insumo,Chorizo Insumo,Día de la Madre,400
Estadio,MEX,,45 ESTADIO,1471,Frijol Refrito,Frijol Refrito,Día de la Madre,1320
Estadio,MEX,,45 ESTADIO,1532,Arroz Blanco Cocido,Arroz Blanco Cocido,Día de la Madre,2280
Estadio,MEX,,45 ESTADIO,6204,Salsa Verde UND 🆕,Salsa Verde UND 🆕,Día de la Madre,89
Estadio,MEX,,45 ESTADIO,6205,Salsa Roja UND 🆕,Salsa Roja UND 🆕,Día de la Madre,46
Estadio,MEX,,45 ESTADIO,1434,Tocineta,Tocineta,Día de la Madre,336
Estadio,MEX,,45 ESTADIO,1245,Almendra Fileteada Insumo,Almendra Fileteada Insumo,Día de la Madre,465
Estadio,MEX,,45 ESTADIO,1304,Croissant Grande,Croissant Grande,Día de la Madre,4
Estadio,MEX,,45 ESTADIO,1430,Tapa Bowl Kraft Chico,Tapa Bowl Kraft Chico,Día de la Madre,40
Estadio,MEX,,45 ESTADIO,1266,Bowl Kraft Chico,Bowl Kraft Chico,Día de la Madre,40
Estadio,MEX,,45 ESTADIO,1431,Tapa Bowl Kraft Grande,Tapa Bowl Kraft Grande,Día de la Madre,94
Estadio,MEX,,45 ESTADIO,1267,Bowl Kraft Grande,Bowl Kraft Grande,Día de la Madre,94
Estadio,MEX,,45 ESTADIO,1395,Porta Hamburguesa,Porta Hamburguesa,Día de la Madre,14
Estadio,MEX,,45 ESTADIO,1271,Caja Lounch,Caja Lounch,Día de la Madre,9
Estadio,MEX,,45 ESTADIO,1419,servilletas,servilletas,Día de la Madre,218
Estadio,MEX,,45 ESTADIO,1669,Bowl Sopa,Bowl Sopa,Día de la Madre,16
Estadio,MEX,,45 ESTADIO,1670,Tapa Bowl Sopa,Tapa Bowl Sopa,Día de la Madre,16
Estadio,MEX,,45 ESTADIO,1311,Espinaca,Espinaca,Día de la Madre,120
Estadio,MEX,,45 ESTADIO,2381,Jitomate Saladed,Jitomate Saladed,Día de la Madre,1785
Estadio,MEX,,45 ESTADIO,1289,Cilantro Insumo,Cilantro Insumo,Día de la Madre,66
Estadio,MEX,,45 ESTADIO,1276,Cebolla Blanca Insumo,Cebolla Blanca Insumo,Día de la Madre,2160
Estadio,MEX,,45 ESTADIO,1249,Arandano fresco Insumo,Arandano fresco Insumo,Día de la Madre,360
Estadio,MEX,,45 ESTADIO,1257,Banano Criollo Insumo,Banano Criollo Insumo,Día de la Madre,936
Estadio,MEX,,45 ESTADIO,1312,Fresa Insumo,Fresa Insumo,Día de la Madre,888
Estadio,MEX,,45 ESTADIO,1391,Pina Miel Insumo,Pina Miel Insumo,Día de la Madre,350
Estadio,MEX,,45 ESTADIO,1374,Papaya Maradol Insumo,Papaya Maradol Insumo,Día de la Madre,350
Estadio,MEX,,45 ESTADIO,5319,Frosting Queso Crema y Yogurt,Frosting Queso Crema y Yogurt,Día de la Madre,360
Estadio,MEX,,45 ESTADIO,1303,Crema acida,Crema acida,Día de la Madre,1350
Estadio,MEX,,45 ESTADIO,5392,"Salsa ""Del Barça""","Salsa ""Del Barça""",Día de la Madre,300
Estadio,MEX,,45 ESTADIO,3055,Salsa Burger con Jalapeño,Salsa Burger con Jalapeño,Día de la Madre,380
Estadio,MEX,,45 ESTADIO,1362,Miel de maple,Miel de maple,Día de la Madre,3180
Estadio,MEX,,45 ESTADIO,1836,Arrachera insumo,Arrachera insumo,Día de la Madre,2090
Estadio,MEX,,45 ESTADIO,1491,Totopos,Totopos,Día de la Madre,9400
Estadio,MEX,,45 ESTADIO,1511,Salsa Frutos Rojos,Salsa Frutos Rojos,Día de la Madre,120
Estadio,MEX,,45 ESTADIO,1039,Jugo de Naranja,Jugo de Naranja,Día de la Madre,33
Estadio,MEX,,45 ESTADIO,1117,Porcion de Fruta,Porcion de Fruta,Día de la Madre,4
Estadio,MEX,,45 ESTADIO,1493,Guacamole,Guacamole,Día de la Madre,1150
Estadio,MEX,,45 ESTADIO,3058,Mezcla mantequilla y aceite,Mezcla mantequilla y aceite,Día de la Madre,320
Estadio,MEX,,45 ESTADIO,1503,Avena Preparada,Avena Preparada,Día de la Madre,1260
Estadio,MEX,,45 ESTADIO,1516,Pico de Gallo Produccion,Pico de Gallo Produccion,Día de la Madre,400
Estadio,MEX,,45 ESTADIO,1515,Yogurt Griego Preparado,Yogurt Griego Preparado,Día de la Madre,720
Estadio,MEX,,45 ESTADIO,1504,Granola Produccion,Granola Produccion,Día de la Madre,140
Estadio,MEX,,45 ESTADIO,1401,Queso Mozzarella,Queso Mozzarella,Día de la Madre,1740
Estadio,MEX,,45 ESTADIO,2738,Queso Panela,Queso Panela,Día de la Madre,575
Estadio,MEX,,45 ESTADIO,2540,Pan de Papa Fasfu 100 gr,Pan de Papa Fasfu 100 gr,Día de la Madre,8
Estadio,MEX,,45 ESTADIO,1272,Cajeta Insumo,Cajeta Insumo,Día de la Madre,440
Estadio,MEX,,45 ESTADIO,1327,Jamon De Cerdo Insumo,Jamon De Cerdo Insumo,Día de la Madre,260
Estadio,MEX,,45 ESTADIO,1321,Hashbrown McCain,Hashbrown McCain,Día de la Madre,780
Estadio,MEX,,45 ESTADIO,2187,Tarjeta Especial Insumo,Tarjeta Especial Insumo,Día de la Madre,12
Estadio,MEX,,45 ESTADIO,1418,Semillas de chia Insumo,Semillas de chia Insumo,Día de la Madre,13
Tabachines,MEX,,25 TABACHINES,1507,Mezcla Pancakes Tradicionales Liquida,Mezcla Pancakes Tradicionales Liquida,Día de la Madre,17420
Tabachines,MEX,,25 TABACHINES,1505,Mezcla Pancakes Avena Liquida,Mezcla Pancakes Avena Liquida,Día de la Madre,6210
Tabachines,MEX,,25 TABACHINES,5444,Chilaquiles verdes toppings default,Chilaquiles verdes toppings default,Día de la Madre,13
Tabachines,MEX,,25 TABACHINES,5809,Pancakes Tradicionales Nuevos,Pancakes Tradicionales Nuevos,Día de la Madre,19
Tabachines,MEX,,25 TABACHINES,2189,Tarjeta Dia de las Madres.🌷,Tarjeta Dia de las Madres.🌷,Día de la Madre,21
Tabachines,MEX,,25 TABACHINES,6403,Pancakes de Cajeta y Plátano. 🆕,Pancakes de Cajeta y Plátano. 🆕,Día de la Madre,16
Tabachines,MEX,,25 TABACHINES,6218,Croissant de Frutos Rojos,Croissant de Frutos Rojos,Día de la Madre,4
Tabachines,MEX,,25 TABACHINES,1288,Chorizo Insumo,Chorizo Insumo,Día de la Madre,880
Tabachines,MEX,,25 TABACHINES,1471,Frijol Refrito,Frijol Refrito,Día de la Madre,3180
