País,COL,Weekday,Segmento,# de Weekdays,,,,,,,,,,,,,
Cocina,67 PLAZA CLARO COURT,4,L-J,18,Ejecución MEP,,,,,,,,,,,,
,Desayuno,,,,,,,,,,,Almuerzo,Cena,Mañana,Tarde,Noche,0
Madre,Asegurar existencia,ABARROTES,172,Huevo Tipo AA,UN,Viernes,,Porción más común 2UN,1.307692308,,1.307692308,0,0,2.0,0,,
Madre,Asegurar existencia,EMPAQUESAJ,550,⭕️Bolsa Pan Generica,UN,Viernes,,Porción más común 1UN,0.2307692308,,0,1,1,2.0,0,,
Madre,Asegurar existencia,ABARROTES,237,Sal,G,Viernes,,Porción más común 1G,66.27357262,,0,121,13,300.0,0,,
Madre,Producción,PRODUCCION,6078,Mezcla líquida pancakes de choclo,Sábado,,,Porción más común 140,tener lista PM,0,0,0,0,0.0,0,,
Madre,Asegurar existencia,EMPAQUES,432,Empaque Vinagreta,UN,Viernes,,Porción más común 1UN,0.3076923077,,0.3076923077,0,0,1.0,0,,
Madre,Alistar,PRODUCTO TERMINADO,604,Jugo de Naranja,UN,Sábado,,,0.3846153846,,0.3846153846,0,0,1.0,0,,
Madre,Alistar,PRODUCTO TERMINADO,5003,Porcion de fruta,UN,Sábado,,,tener lista PM,0,0,0,0,0.0,0,,
Madre,Alistar,PRODUCTO TERMINADO,118,Croissant Huevo Jamon y Queso,UN,Domingo,,,dejar croissant cortado y con queso desde el sábado ,0,0,0,0,0.0,0,,
Madre,Alistar,PRODUCTO TERMINADO,5045,Mini pancakes tradicionales SIN fresa,UN,Sábado,,,tener listo PM,0,0,0,0,0.0,0,,
Madre,Alistar,PRODUCTO TERMINADO,2604,Caja Especial B&M,UN,Viernes,,,0,,0,0,0,0.0,0,,
Madre,Alistar,PRODUCTO TERMINADO,384,Tenedor Y Cuchillo,UN,Viernes,,,7.153846154,,7.153846154,0,0,8.0,0,,
Madre,Alistar,PRODUCTO TERMINADO,6273,Pancakes de choclo,UN,Domingo,,,primera hora,0,0,0,0,0.0,0,,
Madre,Alistar,PRODUCTO TERMINADO,5022,Minibon canela,UN,Domingo,,,primera hora,0,0,0,0,0.0,0,,
Madre,Alistar,PRODUCTO TERMINADO,3799,Galleta Red Velvet Choc Blanco Individual Vicio,UN,Sábado,,,Empacada en bolsa pan,0,0,0,0,0.0,0,,
Madre,Alistar,PRODUCTO TERMINADO,3597,Flores 🌹,UN,Domingo,,,armado de combos am,0,0,0,0,0.0,0,,
Madre,Combo armado,PRODUCTO TERMINADO,6343,COMBO INDIVIDUAL PANCAKES CHOCLO,UN,Domingo,,,armado de combos am,0,0,0,0,0.0,0,,
Madre,Combo armado,PRODUCTO TERMINADO,6344,COMBO INDIVIDUAL MINIBON,UN,Domingo,,,armado de combos am,0,0,0,0,0.0,0,,
Madre,Combo armado,PRODUCTO TERMINADO,6345,COMBO INDIVIDUAL GALLETA,UN,Domingo,,,armado de combos am,0,0,0,0,0.0,0,,
Madre,Combo armado,PRODUCTO TERMINADO,6346,COMBO ESPECIAL CON FLORES,UN,Domingo,,,armado de combos am,0,0,0,0,0.0,0,,
Madre,Combo armado,PRODUCTO TERMINADO,6348,COMBO ESPECIAL SIN FLORES,UN,Domingo,,,armado de combos am,0,0,0,0,0.0,0,,
