country,city,kitchen_id,meal_period,sku,description,category,consumption_place,unit,sum(quantity),avg(quantity)
COL,Bogotá,36 VILLA DEL PRADO,Desayuno,6346.0,Combo especial para mamá con flores (CAJA BM),FINISHED_PRODUCT,Kitchen,UN,33.0,33.0
COL,Bogotá,65 CALLE 109,Cena,279.0,Falafel,PRODUCTION,Kitchen,UN,33.0,33.0
COL,Bogotá,36 VILLA DEL PRADO,Desayuno,3576.0,Flores dia de la Madre,GROCERY,Kitchen,UN,33.0,33.0
COL,Bogotá,36 VILLA DEL PRADO,Desayuno,3117.0,Papel Parafinado Generico⭕️,PACKAGING,Kitchen,UN,33.0,33.0
COL,Bogotá,08 ANDES,Cena,4885.0,Caja S Mr Beast ⚠️,PACKAGING,Kitchen,UN,33.0,33.0
COL,Medellín,14 ENVIGADO,Desayuno,60.0,Muffin Huevo y Tocineta,FINISHED_PRODUCT,Kitchen,UN,33.0,33.0
COL,Bogotá,01 USAQUEN,Cena,441.0,Botella 300 ml⭕️,PACKAGING,Kitchen,UN,33.0,33.0
COL,Bogotá,01 USAQUEN,Desayuno,6337.0,Quinoa crocante,PRODUCTION,Kitchen,G,33.0,33.0
COL,Cali,46 INGENIO,Desayuno,550.0,Bolsa Pan Generica⭕️,ADJUSTABLE_PACKAGING,Kitchen,UN,33.0,33.0
COL,Cali,22 SANTA MONICA,Desayuno,6346.0,Combo especial para mamá con flores (CAJA BM),FINISHED_PRODUCT,Kitchen,UN,33.0,33.0
COL,Medellín,14 ENVIGADO,Desayuno,6337.0,Quinoa crocante,PRODUCTION,Kitchen,G,33.0,33.0
COL,Bogotá,01 USAQUEN,Cena,3116.0,Tapa Botella 300ml⭕️,PACKAGING,Kitchen,UN,33.0,33.0
COL,Medellín,57 SANTAFE MED,Cena,491.0,Servilletas⭕️,ADJUSTABLE_PACKAGING,Kitchen,UN,33.0,33.0
COL,Barranquilla,32 BARRANQUILLA,Almuerzo,216.0,Perejil Liso,FRUITS,Kitchen,G,32.26564,32.26564
COL,Barranquilla,32 BARRANQUILLA,Almuerzo,199.0,mostaza Dijon 🏷️,GROCERY,Kitchen,G,32.14572,32.14572
COL,Cartagena,33 CARTAGENA,Cena,3609.0,Carne Smashed 80 gr,MEAT,Kitchen,UN,32.0,32.0
COL,Medellín,18 BELLO,Desayuno,163.0,Espinaca,FRUITS,Kitchen,G,32.0,32.0
COL,Medellín,18 BELLO,Almuerzo,3629.0,PROD Bonbites de Canela,PRODUCTION,Kitchen,UN,32.0,32.0
COL,Bogotá,15 ENGATIVA,Almuerzo,1608.0,Salsa Tomate en sobres⚠️,GROCERY,Kitchen,UN,32.0,32.0
COL,Bogotá,06 COLINA,Desayuno,1610.0,HashBrown,GROCERY,Kitchen,UN,32.0,32.0
COL,Bogotá,02 PARQUE 93,Almuerzo,1726.0,Pepinillo en conserva⚠️,GROCERY,Kitchen,G,32.0,32.0
COL,Medellín,29 ITAGUI,Almuerzo,3629.0,PROD Bonbites de Canela,PRODUCTION,Kitchen,UN,32.0,32.0
COL,Medellín,11 MANILA,Desayuno,5269.0,Lechuga morada,FRUITS,Kitchen,G,32.0,32.0
COL,Cali,24 SAN FERNANDO,Desayuno,550.0,Bolsa Pan Generica⭕️,ADJUSTABLE_PACKAGING,Kitchen,UN,32.0,32.0
COL,Medellín,14 ENVIGADO,Almuerzo,3629.0,PROD Bonbites de Canela,PRODUCTION,Kitchen,UN,32.0,32.0
COL,Medellín,11 MANILA,Desayuno,185.0,Lechuga Romana,FRUITS,Kitchen,G,32.0,32.0
COL,Cartagena,33 CARTAGENA,Desayuno,2600.0,Caja B&M,PACKAGING,Kitchen,UN,32.0,32.0
COL,Bogotá,50 CHICO,Desayuno,163.0,Espinaca,FRUITS,Kitchen,G,32.0,32.0
COL,Medellín,14 ENVIGADO,Cena,550.0,Bolsa Pan Generica⭕️,ADJUSTABLE_PACKAGING,Kitchen,UN,32.0,32.0
COL,Barranquilla,32 BARRANQUILLA,Desayuno,131.0,Arepita Paisa,BAKERY,Kitchen,UN,32.0,32.0
COL,Bogotá,13 CHIA,Almuerzo,4849.0,Tapa Bowl Kraft Pequeño y Mediano⭕️,PACKAGING,Kitchen,UN,32.0,32.0
COL,Medellín,18 BELLO,Almuerzo,4849.0,Tapa Bowl Kraft Pequeño y Mediano⭕️,PACKAGING,Kitchen,UN,32.0,32.0
COL,Bogotá,03 CHAPINERO,Desayuno,5066.0,Brunch combo papa calentada (todo va en 1 Bowl kraft grande),FINISHED_PRODUCT,Kitchen,UN,32.0,32.0
COL,Bogotá,06 COLINA,Desayuno,163.0,Espinaca,FRUITS,Kitchen,G,32.0,32.0
COL,Barranquilla,32 BARRANQUILLA,Cena,3629.0,PROD Bonbites de Canela,PRODUCTION,Kitchen,UN,32.0,32.0
COL,Bogotá,08 ANDES,Cena,437.0,Bowl Kraft Pequeno⭕️,PACKAGING,Kitchen,UN,32.0,32.0
COL,Medellín,14 ENVIGADO,Desayuno,63.0,Pancakes Tradicionales,FINISHED_PRODUCT,Kitchen,UN,32.0,32.0
COL,Medellín,29 ITAGUI,Almuerzo,146.0,Cebolla Roja,FRUITS,Kitchen,G,32.0,32.0
COL,Barranquilla,32 BARRANQUILLA,Desayuno,1610.0,HashBrown,GROCERY,Kitchen,UN,32.0,32.0
COL,Medellín,14 ENVIGADO,Desayuno,1610.0,HashBrown,GROCERY,Kitchen,UN,32.0,32.0
COL,Bogotá,15 ENGATIVA,Cena,146.0,Cebolla Roja,FRUITS,Kitchen,G,32.0,32.0
COL,Cali,22 SANTA MONICA,Cena,4849.0,Tapa Bowl Kraft Pequeño y Mediano⭕️,PACKAGING,Kitchen,UN,32.0,32.0
COL,Bogotá,02 PARQUE 93,Almuerzo,4849.0,Tapa Bowl Kraft Pequeño y Mediano⭕️,PACKAGING,Kitchen,UN,32.0,32.0
COL,Pereira,28 PEREIRA,Desayuno,5066.0,Brunch combo papa calentada (todo va en 1 Bowl kraft grande),FINISHED_PRODUCT,Kitchen,UN,32.0,32.0
COL,Medellín,14 ENVIGADO,Desayuno,604.0,Jugo de Naranja,FINISHED_PRODUCT,Kitchen,UN,32.0,32.0
COL,Medellín,12 LAURELES,Almuerzo,4848.0,Bowl Kraft Mediano⭕️,PACKAGING,Kitchen,UN,32.0,32.0
COL,Bogotá,45 VERAGUAS,Almuerzo,1608.0,Salsa Tomate en sobres⚠️,GROCERY,Kitchen,UN,32.0,32.0
COL,Bogotá,03 CHAPINERO,Desayuno,1608.0,Salsa Tomate en sobres⚠️,GROCERY,Kitchen,UN,32.0,32.0
COL,Pereira,28 PEREIRA,Cena,146.0,Cebolla Roja,FRUITS,Kitchen,G,32.0,32.0
COL,Bogotá,45 VERAGUAS,Almuerzo,279.0,Falafel,PRODUCTION,Kitchen,UN,32.0,32.0
COL,Cali,46 INGENIO,Desayuno,588.0,English Muffin Foodology,BAKERY,Kitchen,UN,32.0,32.0
COL,Bogotá,13 CHIA,Desayuno,713.0,Caja Lunch⭕️,PACKAGING,Kitchen,UN,32.0,32.0
COL,Medellín,12 LAURELES,Almuerzo,6176.0,Mezcla acido citrico,PRODUCTION,Kitchen,ML,31.81104,31.81104
COL,Bogotá,03 CHAPINERO,Almuerzo,6176.0,Mezcla acido citrico,PRODUCTION,Kitchen,ML,31.81104,31.81104
COL,Medellín,11 MANILA,Cena,5193.0,Base mayonesa coleslaw,PRODUCTION,Kitchen,G,31.410225,31.410225
COL,Bogotá,13 CHIA,Desayuno,2573.0,Tapa bowl kraft mini⭕️,PACKAGING,Kitchen,UN,31.0,31.0
COL,Bogotá,65 CALLE 109,Desayuno,2600.0,Caja B&M,PACKAGING,Kitchen,UN,31.0,31.0
COL,Bogotá,06 COLINA,Cena,435.0,Empaque Salsas⚠️,PACKAGING,Kitchen,UN,31.0,31.0
COL,Bogotá,13 CHIA,Desayuno,545.0,Bowl Mini ⭕️,PACKAGING,Kitchen,UN,31.0,31.0
COL,Cali,46 INGENIO,Cena,279.0,Falafel,PRODUCTION,Kitchen,UN,31.0,31.0
COL,Pereira,28 PEREIRA,Almuerzo,279.0,Falafel,PRODUCTION,Kitchen,UN,31.0,31.0
COL,Cartagena,33 CARTAGENA,Desayuno,3576.0,Flores dia de la Madre,GROCERY,Kitchen,UN,31.0,31.0
COL,Bogotá,13 CHIA,Almuerzo,2993.0,Pan de Leche Hamburguesa,BAKERY,Kitchen,UN,31.0,31.0
COL,Medellín,11 MANILA,Almuerzo,435.0,Empaque Salsas⚠️,PACKAGING,Kitchen,UN,31.0,31.0
COL,Bogotá,01 USAQUEN,Almuerzo,452.0,Set Tenedor y Cuchillo⭕️,PACKAGING,Kitchen,UN,31.0,31.0
COL,Cartagena,33 CARTAGENA,Desayuno,3062.0,Tarjeta especial,PACKAGING,Kitchen,UN,31.0,31.0
COL,Bogotá,38 KENNEDY,Almuerzo,279.0,Falafel,PRODUCTION,Kitchen,UN,31.0,31.0
COL,Bogotá,15 ENGATIVA,Cena,4885.0,Caja S Mr Beast ⚠️,PACKAGING,Kitchen,UN,31.0,31.0
COL,Bogotá,01 USAQUEN,Almuerzo,435.0,Empaque Salsas⚠️,PACKAGING,Kitchen,UN,31.0,31.0
COL,Bogotá,13 CHIA,Almuerzo,435.0,Empaque Salsas⚠️,PACKAGING,Kitchen,UN,31.0,31.0
COL,Medellín,11 MANILA,Desayuno,3629.0,PROD Bonbites de Canela,PRODUCTION,Kitchen,UN,31.0,31.0
COL,Bogotá,15 ENGATIVA,Almuerzo,4876.0,Sazonador Montreal,GROCERY,Kitchen,G,31.0,31.0
COL,Medellín,12 LAURELES,Cena,4971.0,Papas Fritas Sazonadas - Signature Crinkle Fries,FINISHED_PRODUCT,Kitchen,UN,31.0,31.0
COL,Bogotá,69 ARRECIFE,Cena,491.0,Servilletas⭕️,ADJUSTABLE_PACKAGING,Kitchen,UN,31.0,31.0
COL,Bogotá,15 ENGATIVA,Almuerzo,2993.0,Pan de Leche Hamburguesa,BAKERY,Kitchen,UN,31.0,31.0
COL,Bogotá,65 CALLE 109,Desayuno,1090.0,Jugo Mandarina,FINISHED_PRODUCT,Kitchen,UN,31.0,31.0
COL,Bogotá,08 ANDES,Almuerzo,437.0,Bowl Kraft Pequeno⭕️,PACKAGING,Kitchen,UN,31.0,31.0
COL,Cali,46 INGENIO,Desayuno,1090.0,Jugo Mandarina,FINISHED_PRODUCT,Kitchen,UN,31.0,31.0
COL,Cartagena,33 CARTAGENA,Desayuno,6346.0,Combo especial para mamá con flores (CAJA BM),FINISHED_PRODUCT,Kitchen,UN,31.0,31.0
COL,Medellín,12 LAURELES,Desayuno,588.0,English Muffin Foodology,BAKERY,Kitchen,UN,31.0,31.0
COL,Bogotá,01 USAQUEN,Almuerzo,384.0,Tenedor Y Cuchillo,FINISHED_PRODUCT,Kitchen,UN,31.0,31.0
COL,Bogotá,02 PARQUE 93,Desayuno,5066.0,Brunch combo papa calentada (todo va en 1 Bowl kraft grande),FINISHED_PRODUCT,Kitchen,UN,31.0,31.0
COL,Cali,46 INGENIO,Desayuno,604.0,Jugo de Naranja,FINISHED_PRODUCT,Kitchen,UN,31.0,31.0
COL,Bogotá,13 CHIA,Almuerzo,232.0,Quinoa Convencional,GROCERY,Kitchen,G,30.904893110091,30.904893110091
COL,Bogotá,01 USAQUEN,Almuerzo,262.0,Zanahoria,FRUITS,Kitchen,G,30.7692,30.7692
COL,Cali,46 INGENIO,Desayuno,236.0,Repollo Morado,FRUITS,Kitchen,G,30.7692,30.7692
COL,Cali,24 SAN FERNANDO,Almuerzo,236.0,Repollo Morado,FRUITS,Kitchen,G,30.7692,30.7692
COL,Bogotá,01 USAQUEN,Almuerzo,236.0,Repollo Morado,FRUITS,Kitchen,G,30.7692,30.7692
COL,Bogotá,06 COLINA,Cena,262.0,Zanahoria,FRUITS,Kitchen,G,30.7692,30.7692
COL,Medellín,14 ENVIGADO,Almuerzo,262.0,Zanahoria,FRUITS,Kitchen,G,30.7692,30.7692
COL,Cali,46 INGENIO,Desayuno,262.0,Zanahoria,FRUITS,Kitchen,G,30.7692,30.7692
COL,Cali,24 SAN FERNANDO,Almuerzo,262.0,Zanahoria,FRUITS,Kitchen,G,30.7692,30.7692
COL,Medellín,14 ENVIGADO,Almuerzo,236.0,Repollo Morado,FRUITS,Kitchen,G,30.7692,30.7692
COL,Bogotá,06 COLINA,Cena,236.0,Repollo Morado,FRUITS,Kitchen,G,30.7692,30.7692
COL,Bogotá,02 PARQUE 93,Almuerzo,6176.0,Mezcla acido citrico,PRODUCTION,Kitchen,ML,30.48558,30.48558
COL,Bogotá,08 ANDES,Almuerzo,151.0,Cilantro Patirojo,FRUITS,Kitchen,G,30.08,30.08
COL,Bogotá,36 VILLA DEL PRADO,Desayuno,300.0,Quinoa Blanca Cocida,PRODUCTION,Kitchen,G,30.000006,30.000006
COL,Bogotá,13 CHIA,Desayuno,300.0,Quinoa Blanca Cocida,PRODUCTION,Kitchen,G,30.000006,30.000006
COL,Cali,24 SAN FERNANDO,Desayuno,300.0,Quinoa Blanca Cocida,PRODUCTION,Kitchen,G,30.000006,30.000006
COL,Bogotá,38 KENNEDY,Almuerzo,1608.0,Salsa Tomate en sobres⚠️,GROCERY,Kitchen,UN,30.0,30.0
COL,Bogotá,65 CALLE 109,Almuerzo,163.0,Espinaca,FRUITS,Kitchen,G,30.0,30.0
COL,Bogotá,50 CHICO,Desayuno,2332.0,Milo Nestle,GROCERY,Kitchen,G,30.0,30.0
COL,Medellín,29 ITAGUI,Desayuno,288.0,Hummus De Garbanzos,PRODUCTION,Kitchen,G,30.0,30.0
COL,Bogotá,65 CALLE 109,Desayuno,3062.0,Tarjeta especial,PACKAGING,Kitchen,UN,30.0,30.0
COL,Cali,22 SANTA MONICA,Almuerzo,308.0,Salsa Habanero,PRODUCTION,Kitchen,G,30.0,30.0
COL,Cali,46 INGENIO,Almuerzo,308.0,Salsa Habanero,PRODUCTION,Kitchen,G,30.0,30.0
COL,Bogotá,02 PARQUE 93,Desayuno,308.0,Salsa Habanero,PRODUCTION,Kitchen,G,30.0,30.0
COL,Medellín,14 ENVIGADO,Cena,130.0,Arandanos,FRUITS,Kitchen,G,30.0,30.0
COL,Cali,22 SANTA MONICA,Almuerzo,130.0,Arandanos,FRUITS,Kitchen,G,30.0,30.0
COL,Medellín,11 MANILA,Almuerzo,4819.0,Garbanzos Crocantes,PRODUCTION,Kitchen,G,30.0,30.0
COL,Medellín,11 MANILA,Almuerzo,130.0,Arandanos,FRUITS,Kitchen,G,30.0,30.0
COL,Bogotá,15 ENGATIVA,Cena,4819.0,Garbanzos Crocantes,PRODUCTION,Kitchen,G,30.0,30.0
COL,Bogotá,08 ANDES,Cena,130.0,Arandanos,FRUITS,Kitchen,G,30.0,30.0
COL,Cali,46 INGENIO,Cena,4819.0,Garbanzos Crocantes,PRODUCTION,Kitchen,G,30.0,30.0
COL,Bogotá,45 VERAGUAS,Cena,5093.0,Tocineta producción,PRODUCTION,Kitchen,G,30.0,30.0
COL,Bogotá,45 VERAGUAS,Almuerzo,4819.0,Garbanzos Crocantes,PRODUCTION,Kitchen,G,30.0,30.0
COL,Bogotá,38 KENNEDY,Almuerzo,5284.0,Salsa burger con jalapeño,PRODUCTION,Kitchen,G,30.0,30.0
COL,Medellín,18 BELLO,Desayuno,5284.0,Salsa burger con jalapeño,PRODUCTION,Kitchen,G,30.0,30.0
COL,Bogotá,45 VERAGUAS,Almuerzo,6177.0,Chimichurri CP,PRODUCTION,Kitchen,G,30.0,30.0
COL,Pereira,28 PEREIRA,Desayuno,5557.0,Salsa BBQ CP 🏷️,GROCERY,Kitchen,G,30.0,30.0
COL,Bogotá,45 VERAGUAS,Cena,6177.0,Chimichurri CP,PRODUCTION,Kitchen,G,30.0,30.0
COL,Cali,46 INGENIO,Cena,6177.0,Chimichurri CP,PRODUCTION,Kitchen,G,30.0,30.0
COL,Bogotá,45 VERAGUAS,Desayuno,3619.0,Pecanas CB⭕️,GROCERY,Kitchen,G,30.0,30.0
COL,Bogotá,65 CALLE 109,Almuerzo,4882.0,Mostaza brown spicy⚠️,GROCERY,Kitchen,G,30.0,30.0
COL,Medellín,11 MANILA,Almuerzo,4882.0,Mostaza brown spicy⚠️,GROCERY,Kitchen,G,30.0,30.0
COL,Medellín,29 ITAGUI,Almuerzo,6214.0,Salsa harissa,GROCERY,Kitchen,G,30.0,30.0
COL,Bogotá,65 CALLE 109,Desayuno,6214.0,Salsa harissa,GROCERY,Kitchen,G,30.0,30.0
COL,Bogotá,65 CALLE 109,Desayuno,6346.0,Combo especial para mamá con flores (CAJA BM),FINISHED_PRODUCT,Kitchen,UN,30.0,30.0
COL,Bogotá,36 VILLA DEL PRADO,Cena,4849.0,Tapa Bowl Kraft Pequeño y Mediano⭕️,PACKAGING,Kitchen,UN,30.0,30.0
COL,Bogotá,45 VERAGUAS,Almuerzo,3624.0,Cubierta de Caramelo CB,PRODUCTION,Kitchen,G,30.0,30.0
COL,Bogotá,02 PARQUE 93,Cena,5517.0,Totopos triturados,PRODUCTION,Kitchen,G,30.0,30.0
COL,Bogotá,45 VERAGUAS,Cena,5517.0,Totopos triturados,PRODUCTION,Kitchen,G,30.0,30.0
COL,Bogotá,02 PARQUE 93,Almuerzo,5517.0,Totopos triturados,PRODUCTION,Kitchen,G,30.0,30.0
COL,Bucaramanga,42 CABECERA,Almuerzo,5517.0,Totopos triturados,PRODUCTION,Kitchen,G,30.0,30.0
COL,Medellín,29 ITAGUI,Cena,127.0,Almendra Fileteada,GROCERY,Kitchen,G,30.0,30.0
COL,Bogotá,15 ENGATIVA,Desayuno,127.0,Almendra Fileteada,GROCERY,Kitchen,G,30.0,30.0
COL,Cali,46 INGENIO,Cena,164.0,Fresas,FRUITS,Kitchen,G,30.0,30.0
COL,Bogotá,02 PARQUE 93,Cena,145.0,Cebolla Larga Junca,FRUITS,Kitchen,G,30.0,30.0
COL,Bogotá,06 COLINA,Cena,164.0,Fresas,FRUITS,Kitchen,G,30.0,30.0
COL,Bogotá,38 KENNEDY,Almuerzo,145.0,Cebolla Larga Junca,FRUITS,Kitchen,G,30.0,30.0
COL,Bogotá,45 VERAGUAS,Desayuno,713.0,Caja Lunch⭕️,PACKAGING,Kitchen,UN,30.0,30.0
COL,Bogotá,55 TITAN,Almuerzo,452.0,Set Tenedor y Cuchillo⭕️,PACKAGING,Kitchen,UN,30.0,30.0
COL,Cali,24 SAN FERNANDO,Cena,2313.0,Salsa de Tomate ⚠️,GROCERY,Kitchen,G,30.0,30.0
COL,Bogotá,50 CHICO,Almuerzo,181.0,Kale,FRUITS,Kitchen,G,30.0,30.0
COL,Cartagena,33 CARTAGENA,Almuerzo,452.0,Set Tenedor y Cuchillo⭕️,PACKAGING,Kitchen,UN,30.0,30.0
COL,Bogotá,02 PARQUE 93,Almuerzo,2313.0,Salsa de Tomate ⚠️,GROCERY,Kitchen,G,30.0,30.0
COL,Bogotá,01 USAQUEN,Cena,181.0,Kale,FRUITS,Kitchen,G,30.0,30.0
COL,Bogotá,06 COLINA,Almuerzo,181.0,Kale,FRUITS,Kitchen,G,30.0,30.0
COL,Bogotá,45 VERAGUAS,Desayuno,2573.0,Tapa bowl kraft mini⭕️,PACKAGING,Kitchen,UN,30.0,30.0
COL,Cali,24 SAN FERNANDO,Almuerzo,2313.0,Salsa de Tomate ⚠️,GROCERY,Kitchen,G,30.0,30.0
COL,Medellín,12 LAURELES,Almuerzo,181.0,Kale,FRUITS,Kitchen,G,30.0,30.0
COL,Bogotá,36 VILLA DEL PRADO,Cena,308.0,Salsa Habanero,PRODUCTION,Kitchen,G,30.0,30.0
COL,Bogotá,13 CHIA,Almuerzo,308.0,Salsa Habanero,PRODUCTION,Kitchen,G,30.0,30.0
COL,Cali,24 SAN FERNANDO,Cena,181.0,Kale,FRUITS,Kitchen,G,30.0,30.0
COL,Bucaramanga,42 CABECERA,Almuerzo,308.0,Salsa Habanero,PRODUCTION,Kitchen,G,30.0,30.0
COL,Medellín,18 BELLO,Almuerzo,130.0,Arandanos,FRUITS,Kitchen,G,30.0,30.0
COL,Medellín,29 ITAGUI,Cena,2313.0,Salsa de Tomate ⚠️,GROCERY,Kitchen,G,30.0,30.0
COL,Medellín,11 MANILA,Desayuno,308.0,Salsa Habanero,PRODUCTION,Kitchen,G,30.0,30.0
COL,Medellín,14 ENVIGADO,Almuerzo,4819.0,Garbanzos Crocantes,PRODUCTION,Kitchen,G,30.0,30.0
COL,Medellín,14 ENVIGADO,Cena,2313.0,Salsa de Tomate ⚠️,GROCERY,Kitchen,G,30.0,30.0
COL,Bogotá,01 USAQUEN,Almuerzo,253.0,Tortilla De Harina,BAKERY,Kitchen,UN,30.0,30.0
COL,Bogotá,65 CALLE 109,Almuerzo,5284.0,Salsa burger con jalapeño,PRODUCTION,Kitchen,G,30.0,30.0
COL,Pereira,28 PEREIRA,Cena,130.0,Arandanos,FRUITS,Kitchen,G,30.0,30.0
COL,Bucaramanga,42 CABECERA,Almuerzo,5284.0,Salsa burger con jalapeño,PRODUCTION,Kitchen,G,30.0,30.0
COL,Bogotá,02 PARQUE 93,Cena,4819.0,Garbanzos Crocantes,PRODUCTION,Kitchen,G,30.0,30.0
COL,Bogotá,15 ENGATIVA,Almuerzo,5284.0,Salsa burger con jalapeño,PRODUCTION,Kitchen,G,30.0,30.0
COL,Medellín,18 BELLO,Cena,5093.0,Tocineta producción,PRODUCTION,Kitchen,G,30.0,30.0
COL,Bogotá,03 CHAPINERO,Almuerzo,3619.0,Pecanas CB⭕️,GROCERY,Kitchen,G,30.0,30.0
COL,Bogotá,36 VILLA DEL PRADO,Cena,6177.0,Chimichurri CP,PRODUCTION,Kitchen,G,30.0,30.0
COL,Medellín,14 ENVIGADO,Almuerzo,6177.0,Chimichurri CP,PRODUCTION,Kitchen,G,30.0,30.0
COL,Bogotá,01 USAQUEN,Almuerzo,231.0,Queso Parmesano Rallado 🏷️,DAIRY,Kitchen,G,30.0,30.0
COL,Medellín,11 MANILA,Desayuno,80.0,Medio Banano,FINISHED_PRODUCT,Kitchen,UN,30.0,30.0
COL,Bogotá,69 ARRECIFE,Cena,146.0,Cebolla Roja,FRUITS,Kitchen,G,30.0,30.0
COL,Bogotá,08 ANDES,Cena,231.0,Queso Parmesano Rallado 🏷️,DAIRY,Kitchen,G,30.0,30.0
COL,Bogotá,01 USAQUEN,Cena,374.0,Limonada Natural,FINISHED_PRODUCT,Kitchen,UN,30.0,30.0
COL,Barranquilla,32 BARRANQUILLA,Almuerzo,374.0,Limonada Natural,FINISHED_PRODUCT,Kitchen,UN,30.0,30.0
COL,Bogotá,15 ENGATIVA,Desayuno,2600.0,Caja B&M,PACKAGING,Kitchen,UN,30.0,30.0
COL,Bogotá,06 COLINA,Cena,6214.0,Salsa harissa,GROCERY,Kitchen,G,30.0,30.0
COL,Bogotá,36 VILLA DEL PRADO,Almuerzo,6214.0,Salsa harissa,GROCERY,Kitchen,G,30.0,30.0
COL,Bogotá,65 CALLE 109,Almuerzo,6214.0,Salsa harissa,GROCERY,Kitchen,G,30.0,30.0
COL,Bogotá,01 USAQUEN,Cena,3200.0,Caja génerica papas,PACKAGING,Kitchen,UN,30.0,30.0
COL,Medellín,18 BELLO,Desayuno,3215.0,Mezcla Mantequilla de Mani,PRODUCTION,Kitchen,G,30.0,30.0
COL,Bogotá,55 TITAN,Almuerzo,384.0,Tenedor Y Cuchillo,FINISHED_PRODUCT,Kitchen,UN,30.0,30.0
COL,Cartagena,33 CARTAGENA,Almuerzo,384.0,Tenedor Y Cuchillo,FINISHED_PRODUCT,Kitchen,UN,30.0,30.0
COL,Cali,22 SANTA MONICA,Almuerzo,145.0,Cebolla Larga Junca,FRUITS,Kitchen,G,30.0,30.0
COL,Bogotá,03 CHAPINERO,Almuerzo,432.0,Empaque Vinagreta,PACKAGING,Kitchen,UN,30.0,30.0
COL,Bogotá,65 CALLE 109,Desayuno,316.0,Vinagreta Balsamica de Modena,PRODUCTION,Kitchen,G,30.0,30.0
COL,Bogotá,02 PARQUE 93,Almuerzo,145.0,Cebolla Larga Junca,FRUITS,Kitchen,G,30.0,30.0
COL,Bogotá,06 COLINA,Cena,4849.0,Tapa Bowl Kraft Pequeño y Mediano⭕️,PACKAGING,Kitchen,UN,30.0,30.0
COL,Medellín,29 ITAGUI,Cena,5517.0,Totopos triturados,PRODUCTION,Kitchen,G,30.0,30.0
COL,Bucaramanga,42 CABECERA,Almuerzo,164.0,Fresas,FRUITS,Kitchen,G,30.0,30.0
COL,Bogotá,01 USAQUEN,Cena,5517.0,Totopos triturados,PRODUCTION,Kitchen,G,30.0,30.0
COL,Medellín,11 MANILA,Desayuno,127.0,Almendra Fileteada,GROCERY,Kitchen,G,30.0,30.0
COL,Bogotá,03 CHAPINERO,Almuerzo,441.0,Botella 300 ml⭕️,PACKAGING,Kitchen,UN,30.0,30.0
COL,Medellín,18 BELLO,Almuerzo,5517.0,Totopos triturados,PRODUCTION,Kitchen,G,30.0,30.0
COL,Medellín,18 BELLO,Almuerzo,145.0,Cebolla Larga Junca,FRUITS,Kitchen,G,30.0,30.0
COL,Cali,24 SAN FERNANDO,Almuerzo,4848.0,Bowl Kraft Mediano⭕️,PACKAGING,Kitchen,UN,30.0,30.0
COL,Medellín,11 MANILA,Cena,127.0,Almendra Fileteada,GROCERY,Kitchen,G,30.0,30.0
COL,Medellín,11 MANILA,Almuerzo,145.0,Cebolla Larga Junca,FRUITS,Kitchen,G,30.0,30.0
COL,Bogotá,38 KENNEDY,Desayuno,5270.0,Mix de lechuga,PRODUCTION,Kitchen,G,30.0,30.0
COL,Cali,24 SAN FERNANDO,Almuerzo,164.0,Fresas,FRUITS,Kitchen,G,30.0,30.0
COL,Medellín,29 ITAGUI,Cena,164.0,Fresas,FRUITS,Kitchen,G,30.0,30.0
COL,Bogotá,36 VILLA DEL PRADO,Cena,164.0,Fresas,FRUITS,Kitchen,G,30.0,30.0
COL,Medellín,18 BELLO,Cena,1732.0,Salsa de chocolate CB⭕️,GROCERY,Kitchen,G,30.0,30.0
COL,Bogotá,39 SALVIO,Cena,1732.0,Salsa de chocolate CB⭕️,GROCERY,Kitchen,G,30.0,30.0
COL,Bogotá,65 CALLE 109,Almuerzo,2951.0,Salsa Verde (Maiz),PRODUCTION,Kitchen,G,30.0,30.0
COL,Cali,46 INGENIO,Desayuno,5270.0,Mix de lechuga,PRODUCTION,Kitchen,G,30.0,30.0
COL,Bogotá,36 VILLA DEL PRADO,Almuerzo,3116.0,Tapa Botella 300ml⭕️,PACKAGING,Kitchen,UN,30.0,30.0
COL,Cali,22 SANTA MONICA,Desayuno,5270.0,Mix de lechuga,PRODUCTION,Kitchen,G,30.0,30.0
COL,Cali,46 INGENIO,Cena,4971.0,Papas Fritas Sazonadas - Signature Crinkle Fries,FINISHED_PRODUCT,Kitchen,UN,30.0,30.0
COL,Bogotá,65 CALLE 109,Cena,181.0,Kale,FRUITS,Kitchen,G,30.0,30.0
COL,Bogotá,02 PARQUE 93,Almuerzo,5511.0,Queso cheddar tajadas  UN 🏷️,DAIRY,Kitchen,UN,30.0,30.0
COL,Medellín,14 ENVIGADO,Almuerzo,181.0,Kale,FRUITS,Kitchen,G,30.0,30.0
COL,Bogotá,45 VERAGUAS,Almuerzo,3003.0,Cogollo Europeo,FRUITS,Kitchen,G,30.0,30.0
COL,Barranquilla,32 BARRANQUILLA,Almuerzo,181.0,Kale,FRUITS,Kitchen,G,30.0,30.0
COL,Bogotá,03 CHAPINERO,Almuerzo,2313.0,Salsa de Tomate ⚠️,GROCERY,Kitchen,G,30.0,30.0
COL,Cartagena,33 CARTAGENA,Almuerzo,2313.0,Salsa de Tomate ⚠️,GROCERY,Kitchen,G,30.0,30.0
