order_day,order_hour,kitchen_id,sku,name,item_type,is_combo,total_units,total_price_gross
2026-05-10,6,01 USAQUEN,1071,Salsa de Habanero (Picante),modifier,FALSE,2,5800
2026-05-10,6,01 USAQUEN,1090,Jugo De Mandarina,principal,FALSE,1,10900
2026-05-10,6,01 USAQUEN,1090,Jugo de Mandarina,principal,FALSE,1,10900
2026-05-10,6,01 USAQUEN,1090,Jugo de mandarina natural 300 ml.,modifier,FALSE,2,5800
2026-05-10,6,01 USAQUEN,1348,Breakfast Burrito,principal,FALSE,2,39800
2026-05-10,6,01 USAQUEN,1613,Hash Browns,modifier,FALSE,1,13500
2026-05-10,6,01 USAQUEN,20,Tomate,modifier,FALSE,2,0
2026-05-10,6,01 USAQUEN,2193,Brunch Californiano,principal,FALSE,2,125800
2026-05-10,6,01 USAQUEN,3063,Mini Pancakes de Arándanos,principal,FALSE,1,19900
2026-05-10,6,01 USAQUEN,329,Agua con Gas,principal,FALSE,2,15000
2026-05-10,6,01 USAQUEN,3445,Egg & Bacon Pandewaffle,principal,FALSE,2,69000
2026-05-10,6,01 USAQUEN,3583,Sándwich Pollo BBQ 22cm,principal,FALSE,1,26900
2026-05-10,6,01 USAQUEN,3649,Cinnabon Clásico,principal,FALSE,1,15500
2026-05-10,6,01 USAQUEN,374,Limonada,principal,FALSE,3,22500
2026-05-10,6,01 USAQUEN,384,"Si, Cubiertos",modifier,TRUE,2,0
2026-05-10,6,01 USAQUEN,384,"Sí, Cubiertos",modifier,FALSE,6,0
2026-05-10,6,01 USAQUEN,389,Queso Mozzarella,modifier,FALSE,2,0
2026-05-10,6,01 USAQUEN,4800,Waffles De Yuca,principal,FALSE,2,35800
2026-05-10,6,01 USAQUEN,5003,Porción de Fruta,principal,FALSE,1,9900
2026-05-10,6,01 USAQUEN,5005,Yogurt Bowl,principal,FALSE,1,22900
2026-05-10,6,01 USAQUEN,5066,Brunch Personal,principal,FALSE,1,34500
2026-05-10,6,01 USAQUEN,5356,Huevos Revueltos,principal,FALSE,1,17900
2026-05-10,6,01 USAQUEN,5358,Italian Croissant,principal,FALSE,1,33500
2026-05-10,6,01 USAQUEN,5359,Egg Bacon & Cheese Croissant,principal,FALSE,1,26900
2026-05-10,6,01 USAQUEN,5396,Croissant Jamón Serrano,principal,FALSE,1,33500
2026-05-10,6,01 USAQUEN,5478,Breakfast Chorizo Burrito,principal,FALSE,3,68700
2026-05-10,6,01 USAQUEN,57,Egg Bacon & Cheese Croissant,principal,FALSE,3,80700
2026-05-10,6,01 USAQUEN,604,Jugo de Naranja,principal,FALSE,1,10900
2026-05-10,6,01 USAQUEN,62,Oatmeal Pancakes,principal,FALSE,3,74700
2026-05-10,6,01 USAQUEN,62,Pancakes De Avena,principal,FALSE,1,24900
2026-05-10,6,01 USAQUEN,63,Pancakes Clásicos,principal,FALSE,2,51400
2026-05-10,6,01 USAQUEN,6344,Brunch para mamá minibon,principal,TRUE,2,105800
2026-05-10,6,01 USAQUEN,6346,Brunch amor de mamá,principal,TRUE,1,94900
2026-05-10,6,01 USAQUEN,91,Salsa Verde,modifier,FALSE,2,5800
2026-05-10,6,02 PARQUE 93,1613,Hash Browns,principal,FALSE,1,13500
2026-05-10,6,02 PARQUE 93,3122,"Sí, cubiertos",modifier,FALSE,1,0
2026-05-10,6,02 PARQUE 93,3445,Sándwich Pandewaffle,principal,FALSE,1,28900
2026-05-10,6,02 PARQUE 93,3474,Falafel & Hummus,principal,FALSE,1,15500
2026-05-10,6,02 PARQUE 93,3523,Oreo Key Lime Jar,principal,FALSE,1,12900
2026-05-10,6,02 PARQUE 93,3807,Mini Pancakes Clásicos,principal,FALSE,2,39000
2026-05-10,6,02 PARQUE 93,384,"Si, Cubiertos",modifier,FALSE,5,0
2026-05-10,6,02 PARQUE 93,384,"Sí, Cubiertos",modifier,FALSE,3,0
2026-05-10,6,02 PARQUE 93,384,"Sí, cubiertos",modifier,FALSE,1,0
2026-05-10,6,02 PARQUE 93,5004,Açai Bowl,principal,FALSE,3,77700
2026-05-10,6,02 PARQUE 93,5066,Brunch Personal,principal,FALSE,8,276000
2026-05-10,6,02 PARQUE 93,5275,Hummus de garbanzo,modifier,FALSE,1,0
2026-05-10,6,02 PARQUE 93,5346,Calentado Sabanero,principal,FALSE,1,34500
2026-05-10,6,02 PARQUE 93,5355,Avocado Feta Toast,principal,FALSE,3,65700
2026-05-10,6,02 PARQUE 93,56,Arma tu Powerbowl,principal,FALSE,2,47800
2026-05-10,6,02 PARQUE 93,57,Croissant de Huevo y Tocineta,principal,FALSE,2,53800
2026-05-10,6,02 PARQUE 93,60,Muffin de Huevo y Tocineta,principal,FALSE,4,103600
2026-05-10,6,02 PARQUE 93,604,Jugo De Naranja,principal,FALSE,1,10900
2026-05-10,6,02 PARQUE 93,604,Jugo de Naranja,principal,FALSE,2,21800
2026-05-10,6,02 PARQUE 93,63,Classic Pancakes,principal,FALSE,1,30500
2026-05-10,6,02 PARQUE 93,63,Pancakes Clásicos,principal,FALSE,1,30500
2026-05-10,6,02 PARQUE 93,6342,Pancakes Tiramisú - NEW!,principal,FALSE,1,24900
2026-05-10,6,02 PARQUE 93,6346,Brunch amor de mamá,principal,TRUE,2,189800
2026-05-10,6,02 PARQUE 93,77,Granola,modifier,FALSE,2,0
2026-05-10,6,02 PARQUE 93,79,Arándanos,modifier,FALSE,2,5800
2026-05-10,6,02 PARQUE 93,80,Banano,modifier,FALSE,2,0
2026-05-10,6,02 PARQUE 93,807,Arma tu Bowl de Frutas,principal,FALSE,2,37000
2026-05-10,6,02 PARQUE 93,810,Piña,modifier,FALSE,4,0
2026-05-10,6,02 PARQUE 93,812,Papaya,modifier,FALSE,4,0
2026-05-10,6,02 PARQUE 93,82,Fresas,modifier,FALSE,6,7600
2026-05-10,6,02 PARQUE 93,83,Yogurt Griego,modifier,FALSE,2,0
2026-05-10,6,03 CHAPINERO,1090,Jugo de Mandarina,principal,FALSE,5,54500
2026-05-10,6,03 CHAPINERO,1613,Hash Browns,principal,FALSE,1,13500
2026-05-10,6,03 CHAPINERO,1613,Porción Hash Browns,principal,FALSE,4,54000
2026-05-10,6,03 CHAPINERO,3122,"Sí, Cubiertos",modifier,FALSE,3,0
2026-05-10,6,03 CHAPINERO,3445,Egg & Bacon Pandewaffle,principal,FALSE,1,28900
2026-05-10,6,03 CHAPINERO,3525,Oreo Tres Leches Jar,principal,FALSE,1,12900
2026-05-10,6,03 CHAPINERO,3538,Galleta Avena y Frutos Rojos,principal,FALSE,1,10900
2026-05-10,6,03 CHAPINERO,3649,Cinnabon Clásico,principal,FALSE,1,15500
2026-05-10,6,03 CHAPINERO,384,"Si, Cubiertos",modifier,FALSE,2,0
2026-05-10,6,03 CHAPINERO,384,"Si, Cubiertos",modifier,TRUE,2,0
2026-05-10,6,03 CHAPINERO,384,"Sí, Cubiertos",modifier,FALSE,3,0
2026-05-10,6,03 CHAPINERO,4800,Porción de Pandewaffle,principal,FALSE,1,17900
2026-05-10,6,03 CHAPINERO,5002,Healthy Bowl,principal,FALSE,2,41800
2026-05-10,6,03 CHAPINERO,5003,Porción de Fruta,principal,FALSE,1,9900
2026-05-10,6,03 CHAPINERO,5004,Açai Bowl,principal,FALSE,2,51800
2026-05-10,6,03 CHAPINERO,5008,Ham & Cheese Croissant,principal,FALSE,1,21500
2026-05-10,6,03 CHAPINERO,5066,Brunch Personal,principal,FALSE,3,103500
2026-05-10,6,03 CHAPINERO,5361,Huevos Criollos,principal,FALSE,1,16500
2026-05-10,6,03 CHAPINERO,5478,Breakfast Chorizo Burrito,principal,FALSE,1,24900
2026-05-10,6,03 CHAPINERO,56,Arma tu Powerbowl,principal,FALSE,2,47800
2026-05-10,6,03 CHAPINERO,57,Croissant de Huevo y Tocineta,principal,FALSE,2,53800
2026-05-10,6,03 CHAPINERO,60,Egg & Bacon Muffin,principal,FALSE,2,51800
2026-05-10,6,03 CHAPINERO,604,Jugo de Naranja,principal,FALSE,6,65400
2026-05-10,6,03 CHAPINERO,604,Jugo de naranja natural de 300 ml,modifier,FALSE,1,10900
2026-05-10,6,03 CHAPINERO,63,Classic Pancakes,principal,FALSE,2,61000
2026-05-10,6,03 CHAPINERO,63,Pancakes Clásicos,principal,FALSE,2,51400
2026-05-10,6,03 CHAPINERO,6342,Pancakes Tiramisú - NEW!,principal,FALSE,1,24900
2026-05-10,6,03 CHAPINERO,6346,Brunch amor de mamá,principal,TRUE,5,474500
2026-05-10,6,03 CHAPINERO,77,Granola,modifier,FALSE,2,0
2026-05-10,6,03 CHAPINERO,79,Arándanos,modifier,FALSE,1,2900
2026-05-10,6,03 CHAPINERO,80,Banano,modifier,FALSE,2,0
2026-05-10,6,03 CHAPINERO,82,Fresas,modifier,FALSE,2,0
2026-05-10,6,03 CHAPINERO,83,Yogurt Griego,modifier,FALSE,1,0
2026-05-10,6,03 CHAPINERO,84,Açai,modifier,FALSE,1,2900
2026-05-10,6,06 COLINA,1090,Jugo de Mandarina,principal,FALSE,10,109000
2026-05-10,6,06 COLINA,110,Porción de Fruta,principal,FALSE,2,19800
2026-05-10,6,06 COLINA,112,Calentado Paisa,principal,FALSE,1,19900
2026-05-10,6,06 COLINA,1613,Hash Browns,principal,FALSE,1,12500
2026-05-10,6,06 COLINA,1613,Porción Hash Browns,principal,FALSE,1,13500
2026-05-10,6,06 COLINA,20,Tomate,modifier,FALSE,8,0
2026-05-10,6,06 COLINA,2194,Maple Bacon Pancakes,principal,FALSE,1,26900
2026-05-10,6,06 COLINA,2194,Pancakes con Tocineta,principal,FALSE,1,26900
2026-05-10,6,06 COLINA,2605,Brunch de Regalo,principal,FALSE,4,303600
2026-05-10,6,06 COLINA,27,Maíz,modifier,FALSE,7,3800
2026-05-10,6,06 COLINA,2910,Blueberry Pancakes,modifier,FALSE,4,0
2026-05-10,6,06 COLINA,2910,Pancakes de Arándanos,principal,FALSE,1,28500
2026-05-10,6,06 COLINA,3063,Mini Pancakes de Arándanos,principal,FALSE,1,18900
2026-05-10,6,06 COLINA,3122,"Sí, Cubiertos",modifier,FALSE,5,0
2026-05-10,6,06 COLINA,32,Almendras fileteadas,modifier,FALSE,1,2900
2026-05-10,6,06 COLINA,3445,Egg & Bacon Pandewaffle,principal,FALSE,1,34500
2026-05-10,6,06 COLINA,351,Combo Huevos Revueltos,principal,FALSE,2,45000
2026-05-10,6,06 COLINA,352,Huevos Revueltos,principal,FALSE,4,69200
2026-05-10,6,06 COLINA,3704,Egg Burger Muffin,principal,FALSE,2,51800
2026-05-10,6,06 COLINA,3704,Egg Burger Muffin,modifier,FALSE,3,0
2026-05-10,6,06 COLINA,3807,Mini Pancakes Clásicos,principal,FALSE,3,58500
2026-05-10,6,06 COLINA,384,"Si, Cubiertos",modifier,TRUE,2,0
2026-05-10,6,06 COLINA,384,"Si, cubiertos",modifier,FALSE,2,0
2026-05-10,6,06 COLINA,384,"Sí, Cubiertos",modifier,FALSE,15,0
2026-05-10,6,06 COLINA,386,Cebolla,modifier,FALSE,7,0
2026-05-10,6,06 COLINA,389,Queso,modifier,FALSE,5,0
2026-05-10,6,06 COLINA,389,Queso Mozzarella,modifier,FALSE,1,2500
2026-05-10,6,06 COLINA,390,Jamón,modifier,FALSE,4,7600
2026-05-10,6,06 COLINA,478,Mantequilla de Maní,modifier,FALSE,1,2900
2026-05-10,6,06 COLINA,4800,Porción de Pandewaffle,principal,FALSE,1,17900
2026-05-10,6,06 COLINA,4800,Waffles de Yuca,principal,FALSE,1,17900
2026-05-10,6,06 COLINA,5004,Açai Bowl,principal,FALSE,2,51800
2026-05-10,6,06 COLINA,5004,Bowl de Açai,principal,FALSE,1,25900
2026-05-10,6,06 COLINA,5005,Yogurt Bowl,principal,FALSE,1,22900
2026-05-10,6,06 COLINA,5006,French Toast,principal,FALSE,1,25900
2026-05-10,6,06 COLINA,5006,Tostadas Francesas,principal,FALSE,1,25900
2026-05-10,6,06 COLINA,5008,Ham & Cheese Croissant,principal,FALSE,1,21500
2026-05-10,6,06 COLINA,5010,Avocado Feta Toast,principal,FALSE,2,47800
2026-05-10,6,06 COLINA,5066,Brunch For One,principal,FALSE,3,103500
2026-05-10,6,06 COLINA,5066,Brunch Personal,principal,FALSE,1,34500
2026-05-10,6,06 COLINA,508,Espinaca,modifier,FALSE,2,3800
2026-05-10,6,06 COLINA,5346,Calentado Sabanero,principal,FALSE,1,35500
2026-05-10,6,06 COLINA,5355,Avocado Feta Toast,principal,FALSE,3,71700
2026-05-10,6,06 COLINA,5356,Arma tus Huevos Revueltos,principal,FALSE,2,41800
2026-05-10,6,06 COLINA,5356,Huevos Revueltos,principal,FALSE,4,71600
2026-05-10,6,06 COLINA,5359,"Croissant de Huevo, Tocineta y Queso",principal,FALSE,1,26900
2026-05-10,6,06 COLINA,5359,Egg Bacon & Cheese Croissant,principal,FALSE,1,26900
2026-05-10,6,06 COLINA,5360,Egg Ham & Cheese Croissant,principal,FALSE,3,77700
2026-05-10,6,06 COLINA,5361,Huevos Criollos,principal,FALSE,2,33000
2026-05-10,6,06 COLINA,5445,Caja x 5 deditos,principal,FALSE,1,26900
2026-05-10,6,06 COLINA,56,Arma tu Powerbowl,principal,FALSE,4,95600
2026-05-10,6,06 COLINA,57,Croissant de Huevo y Tocineta,principal,FALSE,1,26900
2026-05-10,6,06 COLINA,60,Egg & Bacon Muffin,modifier,FALSE,1,0
2026-05-10,6,06 COLINA,60,Muffin de Huevo y Tocineta,principal,FALSE,2,51800
2026-05-10,6,06 COLINA,604,Jugo de Naranja,principal,FALSE,7,76300
2026-05-10,6,06 COLINA,604,Jugo de naranja natural de 300 ml,modifier,FALSE,2,5800
2026-05-10,6,06 COLINA,6125,Sandwich pandewaffle + porción de fruta,principal,FALSE,2,71000
2026-05-10,6,06 COLINA,6127,sandwich pandewaffle + hash brown,principal,FALSE,1,38900
2026-05-10,6,06 COLINA,62,Oatmeal Pancakes,principal,FALSE,4,99600
2026-05-10,6,06 COLINA,63,Pancakes Clásicos,principal,FALSE,2,61000
2026-05-10,6,06 COLINA,6344,Brunch para mamá minibon,principal,TRUE,2,105800
2026-05-10,6,06 COLINA,6346,Brunch amor de mamá,principal,TRUE,5,474500
2026-05-10,6,06 COLINA,77,Granola,modifier,FALSE,4,0
2026-05-10,6,06 COLINA,79,Arándanos,modifier,FALSE,3,8700
2026-05-10,6,06 COLINA,80,Banano,modifier,FALSE,8,7600
2026-05-10,6,06 COLINA,807,Arma tu Bowl de Frutas,principal,FALSE,1,18500
2026-05-10,6,06 COLINA,810,Piña,modifier,FALSE,2,0
2026-05-10,6,06 COLINA,812,Papaya,modifier,FALSE,2,0
2026-05-10,6,06 COLINA,82,Fresas,modifier,FALSE,8,7600
2026-05-10,6,06 COLINA,83,Yogurt Griego,modifier,FALSE,4,0
2026-05-10,6,08 ANDES,1090,Jugo de Mandarina,principal,FALSE,1,10900
2026-05-10,6,08 ANDES,3063,Mini Blueberry Pancakes,principal,FALSE,1,18900
2026-05-10,6,08 ANDES,3445,Sandwich de Pandewaffle,principal,FALSE,2,69000
2026-05-10,6,08 ANDES,374,Limonada,principal,FALSE,1,7500
2026-05-10,6,08 ANDES,60,Egg & Bacon Muffin,principal,FALSE,1,25900
2026-05-10,6,08 ANDES,604,Jugo de Naranja,principal,FALSE,1,10900
2026-05-10,6,08 ANDES,6343,Brunch pancakes de mamá,principal,TRUE,1,37900
2026-05-10,6,08 ANDES,6346,Brunch amor de mamá,principal,TRUE,5,474500
2026-05-10,6,11 MANILA,1054,Tocineta,modifier,FALSE,1,6500
2026-05-10,6,11 MANILA,1090,Jugo de Mandarina,principal,FALSE,4,43600
2026-05-10,6,11 MANILA,110,Porción de Fruta,principal,FALSE,1,8900
2026-05-10,6,11 MANILA,112,Calentado Paisa,principal,FALSE,1,21900
2026-05-10,6,11 MANILA,118,Croissant de Huevo y Jamón,principal,FALSE,2,51800
2026-05-10,6,11 MANILA,1181,Tocineta,modifier,FALSE,2,15800
2026-05-10,6,11 MANILA,1613,Hash Browns,principal,FALSE,1,13500
2026-05-10,6,11 MANILA,1613,Porción Hash Browns,principal,FALSE,1,13500
2026-05-10,6,11 MANILA,20,Tomate,modifier,FALSE,2,0
2026-05-10,6,11 MANILA,2193,Brunch Californiano,principal,FALSE,1,62900
2026-05-10,6,11 MANILA,2194,Pancakes con Tocineta,principal,FALSE,1,26900
2026-05-10,6,11 MANILA,27,Maíz,modifier,FALSE,2,0
2026-05-10,6,11 MANILA,2729,Sándwich Pollo & Aguacate,principal,FALSE,1,32500
2026-05-10,6,11 MANILA,2899,Calentado Santarrosano,principal,FALSE,1,35500
2026-05-10,6,11 MANILA,3122,"Sí, Cubiertos",modifier,FALSE,2,0
2026-05-10,6,11 MANILA,3445,Egg & Bacon Pandewaffle,principal,FALSE,1,34500
2026-05-10,6,11 MANILA,3445,Sandwich de Pandewaffle,principal,FALSE,1,34500
2026-05-10,6,11 MANILA,3445,Sándwich Pandewaffle,principal,FALSE,3,86700
2026-05-10,6,11 MANILA,352,Huevos Revueltos,principal,FALSE,2,35800
2026-05-10,6,11 MANILA,3524,Oreo Chocolate Jar,principal,FALSE,1,12900
2026-05-10,6,11 MANILA,384,"Si, Cubiertos",modifier,FALSE,1,0
2026-05-10,6,11 MANILA,384,"Si, Cubiertos",modifier,TRUE,3,0
2026-05-10,6,11 MANILA,384,"Sí, Cubiertos",modifier,FALSE,8,0
2026-05-10,6,11 MANILA,386,Cebolla,modifier,FALSE,2,0
2026-05-10,6,11 MANILA,389,Queso,modifier,FALSE,2,0
2026-05-10,6,11 MANILA,4800,Porción de Pandewaffle,principal,FALSE,1,17900
2026-05-10,6,11 MANILA,5003,Porción De Fruta,principal,FALSE,2,19800
2026-05-10,6,11 MANILA,5004,Açai Bowl,principal,FALSE,1,24900
2026-05-10,6,11 MANILA,5010,Tostada Avocalia,principal,FALSE,3,68700
2026-05-10,6,11 MANILA,5066,Brunch For One,principal,FALSE,1,34500
2026-05-10,6,11 MANILA,5066,Brunch Personal,principal,FALSE,1,34500
2026-05-10,6,11 MANILA,5323,Sandwich de Pollo Apanado,principal,FALSE,1,34500
2026-05-10,6,11 MANILA,5356,Huevos Revueltos,principal,FALSE,1,17900
2026-05-10,6,11 MANILA,5357,Sándwich BLT,principal,FALSE,1,25900
2026-05-10,6,11 MANILA,5359,"Croissant de Huevo, Tocineta y Queso",principal,FALSE,4,107600
2026-05-10,6,11 MANILA,5359,Egg Bacon & Cheese Croissant,principal,FALSE,2,53800
2026-05-10,6,11 MANILA,5396,Croissant Jamón Serrano,principal,FALSE,1,33500
2026-05-10,6,11 MANILA,56,Arma Tu Power Bowl,principal,FALSE,2,47800
2026-05-10,6,11 MANILA,60,Muffin de Huevo y Tocineta,principal,FALSE,2,49000
2026-05-10,6,11 MANILA,604,Jugo De Naranja,principal,FALSE,1,10900
2026-05-10,6,11 MANILA,604,Jugo de Naranja,principal,FALSE,3,32700
2026-05-10,6,11 MANILA,604,Jugo de naranja natural de 300 ml,modifier,FALSE,1,2900
2026-05-10,6,11 MANILA,6127,Sandwich pandewaffle + hash brown,principal,FALSE,1,38900
2026-05-10,6,11 MANILA,62,Pancakes De Avena,principal,FALSE,3,74700
2026-05-10,6,11 MANILA,62,Pancakes de Avena,principal,FALSE,2,49800
2026-05-10,6,11 MANILA,6270,Huevos rancheros con arepa,principal,FALSE,1,19900
2026-05-10,6,11 MANILA,63,Classic Pancakes,principal,FALSE,5,146100
2026-05-10,6,11 MANILA,63,Pancakes Clásicos,principal,FALSE,1,19900
2026-05-10,6,11 MANILA,6305,Arepita Paisa,principal,FALSE,1,6900
2026-05-10,6,11 MANILA,6346,Brunch amor de mamá,principal,TRUE,3,284700
2026-05-10,6,11 MANILA,69,Croissant de mantequilla,principal,FALSE,1,10900
2026-05-10,6,11 MANILA,77,Granola,modifier,FALSE,2,0
2026-05-10,6,11 MANILA,78,Salsa de frutos rojos,modifier,FALSE,1,1900
2026-05-10,6,11 MANILA,79,Arándanos,modifier,FALSE,1,2900
2026-05-10,6,11 MANILA,80,Banano,modifier,FALSE,4,3800
2026-05-10,6,11 MANILA,82,Fresas,modifier,FALSE,2,0
2026-05-10,6,11 MANILA,83,Yogurt Griego,modifier,FALSE,2,0
2026-05-10,6,11 MANILA,975,Papa,modifier,FALSE,3,7500
2026-05-10,6,12 LAURELES,1348,Breakfast Burrito,principal,FALSE,2,39800
2026-05-10,6,12 LAURELES,1613,Porción Hash Browns,principal,FALSE,3,40500
2026-05-10,6,12 LAURELES,2193,Brunch Californiano,principal,FALSE,1,62900
2026-05-10,6,12 LAURELES,3649,Cinnabon Clásico,principal,FALSE,1,15500
2026-05-10,6,12 LAURELES,384,"Si, Cubiertos",modifier,TRUE,2,0
2026-05-10,6,12 LAURELES,5003,Porción de Fruta,principal,FALSE,1,9900
2026-05-10,6,12 LAURELES,5006,French Toast,principal,FALSE,1,25900
2026-05-10,6,12 LAURELES,5008,Ham & Cheese Croissant,principal,FALSE,1,21500
2026-05-10,6,12 LAURELES,5066,Brunch Personal,principal,FALSE,2,69000
2026-05-10,6,12 LAURELES,5359,Egg Bacon & Cheese Croissant,principal,FALSE,2,53800
2026-05-10,6,12 LAURELES,5478,Breakfast Chorizo Burrito,principal,FALSE,1,24900
2026-05-10,6,12 LAURELES,604,Jugo de naranja,modifier,FALSE,1,2500
2026-05-10,6,12 LAURELES,6344,Brunch para mamá minibon,principal,TRUE,1,52900
2026-05-10,6,12 LAURELES,6346,Brunch amor de mamá,principal,TRUE,6,569400
2026-05-10,6,13 CHIA,1090,Jugo de Mandarina,principal,FALSE,5,54500
2026-05-10,6,13 CHIA,3063,Mini Blueberry Pancakes,principal,FALSE,1,18900
2026-05-10,6,13 CHIA,3122,"Sí, Cubiertos",modifier,FALSE,5,0
2026-05-10,6,13 CHIA,384,"Si, Cubiertos",modifier,FALSE,1,0
2026-05-10,6,13 CHIA,384,"Sí, Cubiertos",modifier,FALSE,1,0
2026-05-10,6,13 CHIA,5004,Açai Bowl,principal,FALSE,5,129500
2026-05-10,6,13 CHIA,63,Classic Pancakes,principal,FALSE,1,30500
2026-05-10,6,13 CHIA,69,Croissant de mantequilla,principal,FALSE,5,54500
2026-05-10,6,14 ENVIGADO,1090,Jugo de Mandarina,principal,FALSE,3,32700
2026-05-10,6,14 ENVIGADO,1090,Jugo de mandarina,modifier,FALSE,1,2500
2026-05-10,6,14 ENVIGADO,112,Calentado Paisa,principal,FALSE,1,21900
2026-05-10,6,14 ENVIGADO,1348,Breakfast Burrito,principal,FALSE,1,19900
2026-05-10,6,14 ENVIGADO,20,Tomate,modifier,FALSE,1,0
2026-05-10,6,14 ENVIGADO,2193,Brunch Californiano,principal,FALSE,1,62900
2026-05-10,6,14 ENVIGADO,2194,Pancakes con Tocineta,principal,FALSE,1,31500
2026-05-10,6,14 ENVIGADO,27,Maíz,modifier,FALSE,1,0
2026-05-10,6,14 ENVIGADO,2910,Blueberry Pancakes,principal,FALSE,2,57000
2026-05-10,6,14 ENVIGADO,3122,"Sí, Cubiertos",modifier,FALSE,1,0
2026-05-10,6,14 ENVIGADO,32,Almendras Fileteadas,modifier,FALSE,1,2900
2026-05-10,6,14 ENVIGADO,3445,Egg & Bacon Pandewaffle,principal,FALSE,4,115600
2026-05-10,6,14 ENVIGADO,3445,Sándwich Pandewaffle,principal,FALSE,3,86700
2026-05-10,6,14 ENVIGADO,3535,Chocolate Chunks,modifier,FALSE,4,0
2026-05-10,6,14 ENVIGADO,3536,Oreo,modifier,FALSE,1,0
2026-05-10,6,14 ENVIGADO,3537,Red Velvet,modifier,FALSE,1,0
2026-05-10,6,14 ENVIGADO,3545,Galletas x6,principal,FALSE,1,49500
2026-05-10,6,14 ENVIGADO,3652,Bonbites Clásicos,principal,FALSE,1,10900
2026-05-10,6,14 ENVIGADO,3812,Salsa de Frutos Rojos,modifier,FALSE,1,1900
2026-05-10,6,14 ENVIGADO,384,"Si, Cubiertos",modifier,TRUE,2,0
2026-05-10,6,14 ENVIGADO,384,"Si, Cubiertos",modifier,FALSE,1,0
2026-05-10,6,14 ENVIGADO,384,"Sí, Cubiertos",modifier,FALSE,4,0
2026-05-10,6,14 ENVIGADO,478,Mantequilla de Maní,modifier,FALSE,1,2900
2026-05-10,6,14 ENVIGADO,5006,French Toast,principal,FALSE,2,51800
2026-05-10,6,14 ENVIGADO,5006,French Toasts,principal,FALSE,1,25900
2026-05-10,6,14 ENVIGADO,5066,Brunch Personal,principal,FALSE,3,103500
2026-05-10,6,14 ENVIGADO,5355,Avocado Feta Toast,principal,FALSE,1,20900
2026-05-10,6,14 ENVIGADO,5356,Huevos Revueltos,principal,FALSE,1,17900
2026-05-10,6,14 ENVIGADO,5358,Italian Croissant,principal,FALSE,2,67000
2026-05-10,6,14 ENVIGADO,56,Arma tu Powerbowl,principal,FALSE,3,71700
2026-05-10,6,14 ENVIGADO,57,Egg Bacon & Cheese Croissant,principal,FALSE,2,53800
2026-05-10,6,14 ENVIGADO,60,Egg & Bacon Muffin,principal,FALSE,2,51800
2026-05-10,6,14 ENVIGADO,604,Jugo de Naranja,principal,FALSE,3,32700
2026-05-10,6,14 ENVIGADO,6272,Huevos pericos con arepa,principal,FALSE,1,14900
2026-05-10,6,14 ENVIGADO,6273,Mini Pancakes de choclo,principal,FALSE,1,15900
2026-05-10,6,14 ENVIGADO,63,Classic Pancakes,principal,FALSE,1,30500
2026-05-10,6,14 ENVIGADO,63,Pancakes Tradicionales,principal,FALSE,1,30500
2026-05-10,6,14 ENVIGADO,6344,Brunch para mamá minibon,principal,TRUE,3,158700
2026-05-10,6,14 ENVIGADO,6346,Brunch amor de mamá,principal,TRUE,5,474500
2026-05-10,6,14 ENVIGADO,77,Granola,modifier,FALSE,3,0
2026-05-10,6,14 ENVIGADO,79,Arándanos,modifier,FALSE,3,8700
2026-05-10,6,14 ENVIGADO,80,Banano,modifier,FALSE,3,0
2026-05-10,6,14 ENVIGADO,82,Fresas,modifier,FALSE,3,0
2026-05-10,6,14 ENVIGADO,83,Yogurt Griego,modifier,FALSE,1,0
2026-05-10,6,14 ENVIGADO,84,Açai,modifier,FALSE,2,5800
2026-05-10,6,15 ENGATIVA,1090,Jugo de Mandarina,principal,FALSE,1,10900
2026-05-10,6,15 ENGATIVA,112,Calentado Paisa,principal,FALSE,3,67500
2026-05-10,6,15 ENGATIVA,1348,Breakfast Burrito,principal,FALSE,1,19900
2026-05-10,6,15 ENGATIVA,2194,Pancakes con Tocineta,principal,FALSE,2,53800
2026-05-10,6,15 ENGATIVA,3063,Mini Blueberry Pancakes,principal,FALSE,1,18900
2026-05-10,6,15 ENGATIVA,3652,Bonbites Clásicos,principal,FALSE,1,10900
2026-05-10,6,15 ENGATIVA,384,"Si, Cubiertos",modifier,TRUE,2,0
2026-05-10,6,15 ENGATIVA,384,"Sí, Cubiertos",modifier,FALSE,1,0
2026-05-10,6,15 ENGATIVA,5005,Yogurt Bowl,principal,FALSE,1,22900
2026-05-10,6,15 ENGATIVA,5011,Huevos criollos,principal,FALSE,2,33000
2026-05-10,6,15 ENGATIVA,5066,Brunch For One,principal,FALSE,1,34500
2026-05-10,6,15 ENGATIVA,5066,Combo Personal,principal,FALSE,1,34500
2026-05-10,6,15 ENGATIVA,510,Brownie,principal,FALSE,1,9900
2026-05-10,6,15 ENGATIVA,5356,Huevos Revueltos,principal,FALSE,1,17900
2026-05-10,6,15 ENGATIVA,56,Arma Tu Power Bowl,principal,FALSE,1,23900
2026-05-10,6,15 ENGATIVA,57,Croissant de Huevo y Tocineta,principal,FALSE,2,53800
2026-05-10,6,15 ENGATIVA,60,Muffin de Huevo y Tocineta,principal,FALSE,1,25900
2026-05-10,6,15 ENGATIVA,604,Jugo De Naranja,principal,FALSE,1,10900
