order_day,order_hour,kitchen_id,sku,name,item_type,is_combo,total_units,total_price_gross
2026-05-10,13,11 MANILA,5360,"Croissant de Huevo, Jamón y Queso",principal,FALSE,1,25900
2026-05-10,13,11 MANILA,5479,Burrito Chorizo y Platanitos,principal,FALSE,1,25900
2026-05-10,13,11 MANILA,5480,Burrito spicy,modifier,FALSE,1,0
2026-05-10,13,11 MANILA,5527,Combo Sándwich Jamón 22cm,principal,FALSE,1,44500
2026-05-10,13,11 MANILA,5539,Combo Sándwich Pollo BBQ 22 cm,principal,FALSE,1,41900
2026-05-10,13,11 MANILA,5641,Fries,principal,FALSE,1,8900
2026-05-10,13,11 MANILA,5641,Papas a la Francesa,modifier,FALSE,2,0
2026-05-10,13,11 MANILA,5841,Arroz con pollo,modifier,FALSE,2,0
2026-05-10,13,11 MANILA,5913,Doble Bacon Burger,principal,FALSE,1,26900
2026-05-10,13,11 MANILA,5921,Burrito pollo mexicano,modifier,FALSE,1,0
2026-05-10,13,11 MANILA,60,Muffin de Huevo y Tocineta,principal,FALSE,1,25900
2026-05-10,13,11 MANILA,6003,Quesadilla Pollo Mexicano,principal,FALSE,1,22900
2026-05-10,13,11 MANILA,6127,Sandwich pandewaffle + hash brown,principal,FALSE,1,38900
2026-05-10,13,11 MANILA,63,Classic Pancakes,principal,FALSE,3,89900
2026-05-10,13,11 MANILA,91,Salsa Verde Burritos & Co,modifier,FALSE,1,2900
2026-05-10,13,11 MANILA,961,Chorizo,modifier,FALSE,1,7900
2026-05-10,13,12 LAURELES,1107,Pulled Pork,modifier,FALSE,2,3800
2026-05-10,13,12 LAURELES,1342,Pollo Mexicano,modifier,FALSE,1,0
2026-05-10,13,12 LAURELES,1367,Combo Para 2,principal,FALSE,2,185800
2026-05-10,13,12 LAURELES,1380,Combo X2,principal,FALSE,3,227700
2026-05-10,13,12 LAURELES,1669,Bowl De Pulled Pork,principal,FALSE,1,26500
2026-05-10,13,12 LAURELES,1678,Burrito Pulled Pork,principal,FALSE,3,77700
2026-05-10,13,12 LAURELES,1678,Burrito Pulled Pork,modifier,FALSE,2,0
2026-05-10,13,12 LAURELES,2057,Sin vinagreta,modifier,FALSE,2,0
2026-05-10,13,12 LAURELES,2158,Quesadilla de Chorizo Santarrossano,principal,FALSE,1,22900
2026-05-10,13,12 LAURELES,2899,Calentado Santarrosano,modifier,FALSE,3,0
2026-05-10,13,12 LAURELES,3028,Sándwich Pollo & Aguacate,principal,FALSE,1,31500
2026-05-10,13,12 LAURELES,331,Coca-Cola Original 400 ml,modifier,FALSE,3,0
2026-05-10,13,12 LAURELES,3658,Cinnapack Clásico x2,principal,FALSE,1,29900
2026-05-10,13,12 LAURELES,3664,Cinnapack Bonbites x16,principal,FALSE,1,37900
2026-05-10,13,12 LAURELES,370,Salsa Verde (Recomendada),modifier,FALSE,3,0
2026-05-10,13,12 LAURELES,372,Salsa de Habanero (Picante),modifier,FALSE,1,0
2026-05-10,13,12 LAURELES,374,Limonada,modifier,FALSE,4,0
2026-05-10,13,12 LAURELES,384,"Si, Cubiertos",modifier,FALSE,3,0
2026-05-10,13,12 LAURELES,384,"Si, cubiertos",modifier,FALSE,5,0
2026-05-10,13,12 LAURELES,384,"Sí, cubiertos",modifier,FALSE,1,0
2026-05-10,13,12 LAURELES,46,Jalapeños,modifier,FALSE,4,0
2026-05-10,13,12 LAURELES,47,Vinagreta Libanesa,modifier,FALSE,1,0
2026-05-10,13,12 LAURELES,47,Vinagreta libanesa,modifier,FALSE,1,0
2026-05-10,13,12 LAURELES,4743,2 Rollos Canela,modifier,FALSE,1,0
2026-05-10,13,12 LAURELES,4764,16 Bonbites de canela,modifier,FALSE,1,0
2026-05-10,13,12 LAURELES,48,Vinagreta Healthy César,modifier,FALSE,1,0
2026-05-10,13,12 LAURELES,4827,Bowl Texalia,principal,FALSE,1,31900
2026-05-10,13,12 LAURELES,4887,Papas Fritas,principal,FALSE,1,9900
2026-05-10,13,12 LAURELES,4920,Ensalada Libanesa,principal,FALSE,1,35500
2026-05-10,13,12 LAURELES,4920,Libanesa,modifier,FALSE,1,0
2026-05-10,13,12 LAURELES,4922,Ensalada Mediterralia,principal,FALSE,1,38500
2026-05-10,13,12 LAURELES,4929,Bowl Terra,principal,FALSE,1,23500
2026-05-10,13,12 LAURELES,4930,Bowl Árabe,principal,FALSE,3,71500
2026-05-10,13,12 LAURELES,4937,Pollo en salsa verde,modifier,FALSE,3,0
2026-05-10,13,12 LAURELES,4966,Karl's Grilled Cheese,principal,FALSE,2,35800
2026-05-10,13,12 LAURELES,4969,Fries,principal,FALSE,2,19000
2026-05-10,13,12 LAURELES,4969,Fries,modifier,FALSE,3,0
2026-05-10,13,12 LAURELES,5066,Brunch For One,principal,FALSE,1,34500
2026-05-10,13,12 LAURELES,5085,Burrito De Chili Con Carne,principal,FALSE,2,41800
2026-05-10,13,12 LAURELES,5096,Carne molida a la criolla,modifier,FALSE,3,0
2026-05-10,13,12 LAURELES,5158,Chandler Royal Combo,principal,FALSE,2,79800
2026-05-10,13,12 LAURELES,5274,Papas A La Francesa,modifier,FALSE,1,8900
2026-05-10,13,12 LAURELES,5347,Mexicano Carne,principal,FALSE,1,39900
2026-05-10,13,12 LAURELES,5348,Mexicano Pollo,modifier,FALSE,1,0
2026-05-10,13,12 LAURELES,5349,Bandeja Paisa,modifier,FALSE,2,0
2026-05-10,13,12 LAURELES,5480,Burrito Spicy,principal,FALSE,1,22900
2026-05-10,13,12 LAURELES,5482,Burrito Doble Proteina,principal,FALSE,4,131600
2026-05-10,13,12 LAURELES,5666,Wrap & Ensalada,principal,FALSE,2,81800
2026-05-10,13,12 LAURELES,5667,Wrap & Bowl,principal,FALSE,1,36900
2026-05-10,13,12 LAURELES,5671,Mediterráneo,modifier,FALSE,1,0
2026-05-10,13,12 LAURELES,5671,Wrap Mediterráneo,principal,FALSE,1,21900
2026-05-10,13,12 LAURELES,5675,Ensalada César,modifier,FALSE,1,0
2026-05-10,13,12 LAURELES,5793,Siciliano,modifier,FALSE,1,0
2026-05-10,13,12 LAURELES,5839,Wrap de pollo y tocineta,modifier,FALSE,1,0
2026-05-10,13,12 LAURELES,5893,Beast Bacon BBQ Combo,principal,FALSE,1,39900
2026-05-10,13,12 LAURELES,5921,Burrito Pollo Mexicano,principal,FALSE,1,28900
2026-05-10,13,12 LAURELES,5921,Burrito pollo BBQ,modifier,FALSE,2,0
2026-05-10,13,12 LAURELES,604,Jugo de Naranja,principal,FALSE,1,10900
2026-05-10,13,12 LAURELES,6137,Bowl Res Desmechada,principal,FALSE,1,28900
2026-05-10,13,12 LAURELES,91,Salsa Verde Burritos & Co,modifier,FALSE,1,2900
2026-05-10,13,13 CHIA,1107,Pulled pork,modifier,FALSE,1,0
2026-05-10,13,13 CHIA,1182,Chorizo santarrosano,modifier,FALSE,1,7900
2026-05-10,13,13 CHIA,1342,Burrito de pollo en salsa verde,modifier,FALSE,1,0
2026-05-10,13,13 CHIA,2366,Frijol negro,modifier,FALSE,1,0
2026-05-10,13,13 CHIA,2474,Casero ACPM,principal,FALSE,1,43900
2026-05-10,13,13 CHIA,2961,Arroz achiote,modifier,FALSE,1,0
2026-05-10,13,13 CHIA,331,Coca-Cola Original 400 ml,modifier,FALSE,3,0
2026-05-10,13,13 CHIA,3653,Bonbites Chocolate,principal,FALSE,1,13900
2026-05-10,13,13 CHIA,372,Salsa de habanero (picante),modifier,FALSE,1,0
2026-05-10,13,13 CHIA,384,"Si, Cubiertos",modifier,FALSE,1,0
2026-05-10,13,13 CHIA,389,Queso rallado,modifier,FALSE,1,0
2026-05-10,13,13 CHIA,400,Guacamole,modifier,FALSE,1,0
2026-05-10,13,13 CHIA,401,Pico de gallo,modifier,FALSE,1,0
2026-05-10,13,13 CHIA,4930,Bowl Árabe,principal,FALSE,2,79000
2026-05-10,13,13 CHIA,4971,Signature Fries,modifier,FALSE,3,0
2026-05-10,13,13 CHIA,4989,Karl's Deluxe Burger Combo,principal,FALSE,3,112500
2026-05-10,13,13 CHIA,5085,Burrito de chili con carne,modifier,FALSE,1,0
2026-05-10,13,13 CHIA,5096,Carne chili,modifier,FALSE,1,6900
2026-05-10,13,13 CHIA,5344,Nachos,principal,FALSE,2,39800
2026-05-10,13,13 CHIA,5764,Italianísimo,principal,FALSE,1,23900
2026-05-10,13,13 CHIA,6197,Combo Burritos X2,principal,FALSE,1,62900
2026-05-10,13,13 CHIA,85,Arma Tu Burrito,principal,FALSE,1,22900
2026-05-10,13,13 CHIA,90,Salsa criolla,modifier,FALSE,1,3900
2026-05-10,13,14 ENVIGADO,1057,Frijol Paisa,modifier,FALSE,1,3500
2026-05-10,13,14 ENVIGADO,1107,Cerdo desmechado,modifier,FALSE,1,7900
2026-05-10,13,14 ENVIGADO,1119,Arma Tu Casero,principal,FALSE,1,21900
2026-05-10,13,14 ENVIGADO,1342,Burrito de pollo,modifier,FALSE,1,0
2026-05-10,13,14 ENVIGADO,1367,Combo Para 2,principal,FALSE,1,92900
2026-05-10,13,14 ENVIGADO,1380,Combo X2,principal,FALSE,2,151800
2026-05-10,13,14 ENVIGADO,1613,Hash Browns,modifier,FALSE,1,13500
2026-05-10,13,14 ENVIGADO,1670,Bowl De Pollo Apanado,principal,FALSE,1,37500
2026-05-10,13,14 ENVIGADO,1678,Burrito Pulled Pork,modifier,FALSE,1,0
2026-05-10,13,14 ENVIGADO,2057,Sin vinagreta,modifier,FALSE,1,0
2026-05-10,13,14 ENVIGADO,2474,Casero ACPM,principal,FALSE,1,23900
2026-05-10,13,14 ENVIGADO,3122,"Sí, Cubiertos",modifier,FALSE,2,0
2026-05-10,13,14 ENVIGADO,332,Coca Cola Sin Azucar 400 ml,modifier,FALSE,1,0
2026-05-10,13,14 ENVIGADO,3445,Egg & Bacon Pandewaffle,principal,FALSE,1,28900
2026-05-10,13,14 ENVIGADO,3524,Oreo Chocolate Jar,principal,FALSE,1,12900
2026-05-10,13,14 ENVIGADO,374,Limonada,modifier,FALSE,2,0
2026-05-10,13,14 ENVIGADO,374,Limonada,principal,FALSE,2,15000
2026-05-10,13,14 ENVIGADO,384,"Si, cubiertos",modifier,FALSE,1,0
2026-05-10,13,14 ENVIGADO,384,"Sí, Cubiertos",modifier,FALSE,9,0
2026-05-10,13,14 ENVIGADO,47,Libanesa,modifier,FALSE,1,0
2026-05-10,13,14 ENVIGADO,4922,Ensalada Mediterralia,principal,FALSE,1,38500
2026-05-10,13,14 ENVIGADO,4930,Bowl Árabe,principal,FALSE,1,37500
2026-05-10,13,14 ENVIGADO,4930,Árabe,modifier,FALSE,1,0
2026-05-10,13,14 ENVIGADO,50,Vinagreta Mediterranea,modifier,FALSE,1,2900
2026-05-10,13,14 ENVIGADO,5066,Brunch For One,principal,FALSE,2,69000
2026-05-10,13,14 ENVIGADO,5066,Brunch Personal,principal,FALSE,3,103500
2026-05-10,13,14 ENVIGADO,5085,Burrito de Chili con Carne,principal,FALSE,1,21900
2026-05-10,13,14 ENVIGADO,5347,Mexicano Carne,modifier,FALSE,2,0
2026-05-10,13,14 ENVIGADO,5348,Mexicano Pollo,modifier,FALSE,1,0
2026-05-10,13,14 ENVIGADO,5349,Bandeja Paisa,principal,FALSE,1,44900
2026-05-10,13,14 ENVIGADO,5359,Egg Bacon & Cheese Croissant,principal,FALSE,2,53800
2026-05-10,13,14 ENVIGADO,56,Arma tu Powerbowl,principal,FALSE,2,47800
2026-05-10,13,14 ENVIGADO,5612,Cubano Bacano + Papas + Bebida,principal,FALSE,1,42500
2026-05-10,13,14 ENVIGADO,5642,Papas Ñam,modifier,FALSE,1,0
2026-05-10,13,14 ENVIGADO,5666,Wrap & Ensalada,principal,FALSE,1,39900
2026-05-10,13,14 ENVIGADO,5667,Wrap & Bowl,principal,FALSE,1,35900
2026-05-10,13,14 ENVIGADO,5671,Mediterráneo,modifier,FALSE,1,1000
2026-05-10,13,14 ENVIGADO,5672,Jamón,modifier,FALSE,1,0
2026-05-10,13,14 ENVIGADO,5673,Wrap Caprese,principal,FALSE,1,22900
2026-05-10,13,14 ENVIGADO,5674,Wrap Pollo Crispy,principal,FALSE,1,28900
2026-05-10,13,14 ENVIGADO,5675,Ensalada César,modifier,FALSE,1,0
2026-05-10,13,14 ENVIGADO,5841,Arroz con Pollo,modifier,FALSE,1,0
2026-05-10,13,14 ENVIGADO,6137,Bowl Res Desmechada,principal,FALSE,1,28900
2026-05-10,13,14 ENVIGADO,63,Classic Pancakes,principal,FALSE,2,57800
2026-05-10,13,14 ENVIGADO,77,Granola,modifier,FALSE,2,0
2026-05-10,13,14 ENVIGADO,80,Banano,modifier,FALSE,2,0
2026-05-10,13,14 ENVIGADO,82,Fresas,modifier,FALSE,2,0
2026-05-10,13,14 ENVIGADO,84,Açai,modifier,FALSE,2,5800
2026-05-10,13,14 ENVIGADO,958,Arroz integral,modifier,FALSE,1,0
2026-05-10,13,14 ENVIGADO,961,Chorizo Santarrosano,modifier,FALSE,1,0
2026-05-10,13,14 ENVIGADO,965,Huevo frito,modifier,FALSE,1,2900
2026-05-10,13,14 ENVIGADO,968,Maduritos,modifier,FALSE,2,2500
2026-05-10,13,14 ENVIGADO,975,Papa,modifier,FALSE,2,0
2026-05-10,13,15 ENGATIVA,1342,Pollo Mexicano,modifier,FALSE,1,0
2026-05-10,13,15 ENGATIVA,1380,Combo X2,principal,FALSE,1,75900
2026-05-10,13,15 ENGATIVA,2057,Sin vinagreta,modifier,FALSE,2,0
2026-05-10,13,15 ENGATIVA,2899,Calentado Santarrosano,principal,FALSE,1,18900
2026-05-10,13,15 ENGATIVA,3008,Papas Fritas,principal,FALSE,1,9900
2026-05-10,13,15 ENGATIVA,328,Agua Manantial sin Gas 500 ml,modifier,FALSE,1,0
2026-05-10,13,15 ENGATIVA,331,Coca-Cola Original 400 ml,modifier,FALSE,3,0
2026-05-10,13,15 ENGATIVA,332,Coca Cola Sin Azucar 400 ml,modifier,FALSE,4,0
2026-05-10,13,15 ENGATIVA,3523,Oreo Key Lime Jar,principal,FALSE,1,12900
2026-05-10,13,15 ENGATIVA,3526,Oreo Tiramisú Jar,principal,FALSE,1,12900
2026-05-10,13,15 ENGATIVA,3535,Galleta de Chunks de Chocolate,principal,FALSE,1,10900
2026-05-10,13,15 ENGATIVA,3537,Galleta de Red Velvet,principal,FALSE,1,10500
2026-05-10,13,15 ENGATIVA,384,"Si, Cubiertos",modifier,FALSE,1,0
2026-05-10,13,15 ENGATIVA,384,"Si, cubiertos",modifier,FALSE,2,0
2026-05-10,13,15 ENGATIVA,384,"Sí, Cubiertos",modifier,FALSE,1,0
2026-05-10,13,15 ENGATIVA,46,Jalapeños,modifier,FALSE,2,0
2026-05-10,13,15 ENGATIVA,48,César,modifier,FALSE,1,0
2026-05-10,13,15 ENGATIVA,4827,Texano,modifier,FALSE,1,3000
2026-05-10,13,15 ENGATIVA,4930,Árabe,modifier,FALSE,3,0
2026-05-10,13,15 ENGATIVA,4969,Fries,modifier,FALSE,1,0
2026-05-10,13,15 ENGATIVA,4970,Beast Style Fries,modifier,FALSE,1,4000
2026-05-10,13,15 ENGATIVA,4971,Signature Fries,modifier,FALSE,4,0
2026-05-10,13,15 ENGATIVA,4988,Beast Style Burger Combo,principal,FALSE,3,119700
2026-05-10,13,15 ENGATIVA,4989,Karl's Deluxe Burger Combo,principal,FALSE,1,37500
2026-05-10,13,15 ENGATIVA,5085,Burrito de Chili con Carne,principal,FALSE,1,20900
2026-05-10,13,15 ENGATIVA,510,Brownie,modifier,FALSE,1,9900
2026-05-10,13,15 ENGATIVA,5158,Chandler Royal Combo,principal,FALSE,1,39900
2026-05-10,13,15 ENGATIVA,5346,Calentado Colombiano,modifier,FALSE,1,0
2026-05-10,13,15 ENGATIVA,5349,Bandeja Paisa,modifier,FALSE,1,0
2026-05-10,13,15 ENGATIVA,5351,Griego,modifier,FALSE,1,2000
2026-05-10,13,15 ENGATIVA,5445,Caja x 5 deditos,principal,FALSE,1,26900
2026-05-10,13,15 ENGATIVA,5451,Deditos de Cookie Dough,modifier,FALSE,2,0
2026-05-10,13,15 ENGATIVA,5613,Cerdo Baby-Q + Papas + Bebida,principal,FALSE,2,77000
2026-05-10,13,15 ENGATIVA,5636,Mix Bonbites,principal,FALSE,1,13900
2026-05-10,13,15 ENGATIVA,5642,Papas Ñam,modifier,FALSE,3,8900
2026-05-10,13,15 ENGATIVA,5667,Wrap & Bowl,principal,FALSE,5,186900
2026-05-10,13,15 ENGATIVA,5679,Carne Chili,modifier,FALSE,1,0
2026-05-10,13,15 ENGATIVA,5764,Italianísimo,principal,FALSE,1,23900
2026-05-10,13,15 ENGATIVA,5839,Wrap de pollo y tocineta,modifier,FALSE,3,0
2026-05-10,13,15 ENGATIVA,5893,Beast Bacon BBQ Combo,principal,FALSE,1,39900
2026-05-10,13,15 ENGATIVA,5921,Burrito Pollo Mexicano,principal,FALSE,1,28900
2026-05-10,13,15 ENGATIVA,6200,Burrito Pollo Bbq + Ñachos + Limonada,principal,FALSE,1,49900
2026-05-10,13,15 ENGATIVA,6217,Pita Cerdo Braseado,principal,FALSE,1,35900
2026-05-10,13,15 ENGATIVA,6219,Pita Pollo Harissa,principal,FALSE,1,29900
2026-05-10,13,18 BELLO,1071,Salsa de Habanero (Picante),modifier,FALSE,2,5800
2026-05-10,13,18 BELLO,1330,Sin Proteina,modifier,FALSE,1,0
2026-05-10,13,18 BELLO,1367,Combo Para 2,principal,FALSE,1,92900
2026-05-10,13,18 BELLO,1380,Combo X2,principal,FALSE,1,75900
2026-05-10,13,18 BELLO,2474,ACPM,principal,FALSE,1,19900
2026-05-10,13,18 BELLO,2729,Sándwich Pollo & Aguacate,principal,FALSE,1,32500
2026-05-10,13,18 BELLO,3122,"Sí, cubiertos",modifier,FALSE,2,0
2026-05-10,13,18 BELLO,331,Coca-Cola Original 400 ml,modifier,FALSE,1,0
2026-05-10,13,18 BELLO,335,Sprite,principal,FALSE,1,7500
2026-05-10,13,18 BELLO,3522,Oreo Cheesecake Jar,principal,FALSE,2,25800
2026-05-10,13,18 BELLO,3659,Cinnapack Clásico x4,principal,FALSE,1,49900
2026-05-10,13,18 BELLO,374,Limonada,modifier,FALSE,2,0
2026-05-10,13,18 BELLO,374,Limonada Natural,modifier,FALSE,2,13000
2026-05-10,13,18 BELLO,374,Limonalia,principal,FALSE,2,15000
2026-05-10,13,18 BELLO,384,"Sí, cubiertos",modifier,FALSE,2,0
2026-05-10,13,18 BELLO,4746,4 rollos canela,modifier,FALSE,1,0
2026-05-10,13,18 BELLO,4827,Bowl Texalia,principal,FALSE,1,31900
2026-05-10,13,18 BELLO,4971,Signature Fries,modifier,FALSE,1,0
2026-05-10,13,18 BELLO,4988,Beast Style Burger Combo,principal,FALSE,1,39900
2026-05-10,13,18 BELLO,5085,Burrito chili con carne,modifier,FALSE,2,0
2026-05-10,13,18 BELLO,5344,Nachos,principal,FALSE,1,17900
2026-05-10,13,18 BELLO,5349,Bandeja Paisa,modifier,FALSE,1,0
2026-05-10,13,18 BELLO,5481,Burrito Falafel (Vegetariano),principal,FALSE,1,17900
2026-05-10,13,18 BELLO,5841,Arroz con Pollo,modifier,FALSE,1,0
2026-05-10,13,18 BELLO,6040,Pollo Chimichurri,principal,FALSE,3,80700
2026-05-10,13,22 SANTA MONICA,3063,Mini Blueberry Pancakes,principal,FALSE,1,18900
2026-05-10,13,22 SANTA MONICA,31,Falafel 5 und,modifier,FALSE,1,7500
2026-05-10,13,22 SANTA MONICA,331,Coca-Cola Original 400 ml,modifier,FALSE,1,0
2026-05-10,13,22 SANTA MONICA,3523,Oreo Key Lime Jar,principal,FALSE,1,12900
2026-05-10,13,22 SANTA MONICA,384,"Si, cubiertos",modifier,FALSE,1,0
2026-05-10,13,22 SANTA MONICA,384,"Si, cubiertos",modifier,FALSE,1,0
2026-05-10,13,22 SANTA MONICA,384,"Sí, Cubiertos",modifier,FALSE,3,0
2026-05-10,13,22 SANTA MONICA,384,"Sí, cubiertos",modifier,FALSE,2,0
2026-05-10,13,22 SANTA MONICA,48,Vinagreta Healthy César,modifier,FALSE,1,0
2026-05-10,13,22 SANTA MONICA,4827,Bowl Texalia,principal,FALSE,1,31900
2026-05-10,13,22 SANTA MONICA,4887,Papas Fritas,principal,FALSE,1,9900
2026-05-10,13,22 SANTA MONICA,4930,Bowl Arabelia,principal,FALSE,3,112500
2026-05-10,13,22 SANTA MONICA,4971,Signature Fries,modifier,FALSE,1,0
2026-05-10,13,22 SANTA MONICA,4989,Karl's Deluxe Burger Combo,principal,FALSE,1,37500
2026-05-10,13,22 SANTA MONICA,5675,Ensalada César,principal,FALSE,1,25900
2026-05-10,13,22 SANTA MONICA,60,Egg & Bacon Muffin,principal,FALSE,3,77700
2026-05-10,13,22 SANTA MONICA,6139,Bowl Pollo Mexicano,principal,FALSE,1,19900
2026-05-10,13,22 SANTA MONICA,6258,Desgranado mixto picante,principal,FALSE,1,33900
2026-05-10,13,22 SANTA MONICA,63,Classic Pancakes,principal,FALSE,1,28900
2026-05-10,13,24 SAN FERNANDO,1181,Tocineta,modifier,FALSE,1,3900
2026-05-10,13,24 SAN FERNANDO,1330,Sin proteina,modifier,FALSE,1,0
2026-05-10,13,24 SAN FERNANDO,1380,Combo X2,principal,FALSE,1,75900
2026-05-10,13,24 SAN FERNANDO,1670,Bowl De Pollo Apanado,principal,FALSE,1,31900
2026-05-10,13,24 SAN FERNANDO,1678,Burrito Cerdo BBQ,principal,FALSE,1,27900
2026-05-10,13,24 SAN FERNANDO,2057,Sin vinagreta,modifier,FALSE,1,0
2026-05-10,13,24 SAN FERNANDO,24,Aguacate,modifier,FALSE,2,2900
2026-05-10,13,24 SAN FERNANDO,2474,Casero ACPM,principal,FALSE,1,23900
2026-05-10,13,24 SAN FERNANDO,2899,Calentado Santarrosano,principal,FALSE,1,34500
2026-05-10,13,24 SAN FERNANDO,29,Tomate cherry,modifier,FALSE,1,2900
2026-05-10,13,24 SAN FERNANDO,3047,Arma Tu Plato,principal,FALSE,1,13900
2026-05-10,13,24 SAN FERNANDO,331,Coca-cola original 400 ml,modifier,FALSE,2,0
2026-05-10,13,24 SAN FERNANDO,3522,Oreo Cheesecake Jar,principal,FALSE,2,25800
2026-05-10,13,24 SAN FERNANDO,384,"Si, cubiertos",modifier,FALSE,3,0
2026-05-10,13,24 SAN FERNANDO,384,"Sí, Cubiertos",modifier,FALSE,1,0
2026-05-10,13,24 SAN FERNANDO,384,"Sí, cubiertos",modifier,FALSE,4,0
2026-05-10,13,24 SAN FERNANDO,46,Vinagreta de jalapeños,modifier,FALSE,1,0
2026-05-10,13,24 SAN FERNANDO,48,Vinagreta healthy césar,modifier,FALSE,1,0
2026-05-10,13,24 SAN FERNANDO,4827,Bowl Texalia,principal,FALSE,1,31900
2026-05-10,13,24 SAN FERNANDO,4923,Ensalada Mexicalia,principal,FALSE,1,39500
2026-05-10,13,24 SAN FERNANDO,4930,Bowl Arabelia,principal,FALSE,1,37500
2026-05-10,13,24 SAN FERNANDO,4935,Mix de lechugas,modifier,FALSE,1,0
2026-05-10,13,24 SAN FERNANDO,4937,Pollo a las hierbas,modifier,FALSE,1,7900
2026-05-10,13,24 SAN FERNANDO,4969,Fries,modifier,FALSE,2,0
2026-05-10,13,24 SAN FERNANDO,4975,Arroz integral,modifier,FALSE,1,0
2026-05-10,13,24 SAN FERNANDO,5034,Chandler Style Burger Combo,principal,FALSE,1,37500
2026-05-10,13,24 SAN FERNANDO,5084,Bowl Chili Con Carne,principal,FALSE,1,23900
2026-05-10,13,24 SAN FERNANDO,5085,Burrito De Chili Con Carne,principal,FALSE,2,41800
2026-05-10,13,24 SAN FERNANDO,5225,Combo X3,principal,FALSE,1,107900
2026-05-10,13,24 SAN FERNANDO,5344,Nachos,principal,FALSE,1,21900
2026-05-10,13,24 SAN FERNANDO,5347,Mexicano Carne,principal,FALSE,1,37900
2026-05-10,13,24 SAN FERNANDO,5347,Mexicano Carne,modifier,FALSE,2,0
2026-05-10,13,24 SAN FERNANDO,5349,Bandeja Paisa,principal,FALSE,3,134700
2026-05-10,13,24 SAN FERNANDO,5676,Ensalada Tex Mex,principal,FALSE,1,28900
2026-05-10,13,24 SAN FERNANDO,5893,Beast Bacon Bbq Combo,principal,FALSE,1,39900
2026-05-10,13,24 SAN FERNANDO,5921,Burrito Pollo Mexicano,principal,FALSE,1,24900
2026-05-10,13,24 SAN FERNANDO,5922,Saludable De Pollo Mexicano,principal,FALSE,1,37500
2026-05-10,13,24 SAN FERNANDO,5986,Pollo Chimichurri,principal,FALSE,1,29500
2026-05-10,13,24 SAN FERNANDO,5992,Quinoa especiada,modifier,FALSE,1,0
2026-05-10,13,24 SAN FERNANDO,6037,Cerdo BBQ,principal,FALSE,1,35500
2026-05-10,13,24 SAN FERNANDO,6200,Burrito Pollo BBQ + Ñachos + Limonada,principal,FALSE,1,49900
2026-05-10,13,24 SAN FERNANDO,952,Calentado Cubano,principal,FALSE,1,20900
2026-05-10,13,24 SAN FERNANDO,965,Huevo frito,modifier,FALSE,1,2900
2026-05-10,13,24 SAN FERNANDO,97,Frijol negro,modifier,FALSE,1,2900
2026-05-10,13,24 SAN FERNANDO,975,Papa,modifier,FALSE,1,2500
2026-05-10,13,28 PEREIRA,1613,Porción Hash Browns,principal,FALSE,2,27000
2026-05-10,13,28 PEREIRA,2169,Bowl + Bebida,principal,FALSE,1,39900
2026-05-10,13,28 PEREIRA,332,Coca cola sin azucar 400 ml,modifier,FALSE,1,2000
2026-05-10,13,28 PEREIRA,3522,Oreo Cheesecake Jar,principal,FALSE,1,12900
2026-05-10,13,28 PEREIRA,384,"Si, cubiertos",modifier,FALSE,2,0
2026-05-10,13,28 PEREIRA,384,"Sí, Cubiertos",modifier,FALSE,3,0
2026-05-10,13,28 PEREIRA,384,"Sí, cubiertos",modifier,FALSE,1,0
2026-05-10,13,28 PEREIRA,47,Libanesa,modifier,FALSE,1,0
2026-05-10,13,28 PEREIRA,48,Vinagreta Healthy César,modifier,FALSE,1,0
2026-05-10,13,28 PEREIRA,4826,Sicilia,modifier,FALSE,1,0
2026-05-10,13,28 PEREIRA,4826,Bowl Sicilia,principal,FALSE,1,31500
2026-05-10,13,28 PEREIRA,4828,Bowl Artesalia,principal,FALSE,1,28900
2026-05-10,13,28 PEREIRA,4919,Ensalada Selvalia,principal,FALSE,1,34500
2026-05-10,13,28 PEREIRA,4922,Ensalada Mediterralia,principal,FALSE,1,38500
2026-05-10,13,28 PEREIRA,4930,Bowl Arabelia,principal,FALSE,1,37500
2026-05-10,13,28 PEREIRA,4930,Árabe,modifier,FALSE,1,0
2026-05-10,13,28 PEREIRA,51,Vinagreta balsámica,modifier,FALSE,2,5800
2026-05-10,13,28 PEREIRA,5225,Combo X3,principal,FALSE,1,107900
2026-05-10,13,28 PEREIRA,5347,Mexicano Carne,principal,FALSE,1,39900
2026-05-10,13,28 PEREIRA,5361,Huevos Criollos,principal,FALSE,1,16500
2026-05-10,13,28 PEREIRA,5481,Burrito Falafel (vegetariano),principal,FALSE,1,17900
2026-05-10,13,28 PEREIRA,5666,Wrap & Ensalada,principal,FALSE,1,41900
2026-05-10,13,28 PEREIRA,5667,Wrap & Bowl,principal,FALSE,1,37500
2026-05-10,13,28 PEREIRA,5677,Ensalada Pollo Crispy,modifier,FALSE,1,2000
2026-05-10,13,28 PEREIRA,5839,Wrap de pollo y tocineta,modifier,FALSE,1,0
2026-05-10,13,28 PEREIRA,5840,Wrap colombiano de pollo,modifier,FALSE,1,0
2026-05-10,13,28 PEREIRA,604,Jugo de Naranja,principal,FALSE,1,10900
2026-05-10,13,28 PEREIRA,6137,Bowl Res Desmechada,principal,FALSE,2,57800
