order_received_at_local,order_id,provider_order_id,provider_name,country,kitchen,brand,rating,comments,complaint,rating_tag,reason,reason_category,reason_area,# In Full,is infull
8.0,tgSsXtjhi9d5PjFMd,9c3c252d-32bb-422d-9ebc-ddf01f7f3c94,ubereats,MEX,Cumbres,Brunch & Munch,1.0,1,,RATINGS,,RATINGS,0.0,,1
8.0,aZonZpbC5f44qqaJ8,63eb4f4f-a667-4743-a94a-79cb3a79e93c,ubereats,MEX,Pedregal,LA PANQUEQUERIA,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,HtWSpmBDdji7TLJNi,2.439866876E9,rappi,MEX,Samara,Desayunos de la Abuela,1.0,1,,comment|Comentario,RATINGS,RATINGS,0.0,,1
8.0,kGbLcY3DSTaYtPWG8,391c73a2-e853-468a-b1e4-b9a42d01b735,ubereats,MEX,Metepec,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,ZH5p8QfyFPmtxMWmc,03a9627c-03b5-443d-904a-daedde5959b6,ubereats,MEX,Doctores,The Breakfast Club,5.0,0,,"RATINGS, RATINGS, RATINGS, RATINGS",,"RATINGS, RATINGS, RATINGS, RATINGS",,1.0,0
8.0,9wZqMGX5TndBjckMJ,07b84c8e-c60e-4f67-8e49-5cd42c932f04,ubereats,MEX,Montejo,Brunch & Munch,3.0,1,,RATINGS,,RATINGS,0.0,,1
8.0,CWdPy2er9SxWaBhAq,05815d34-356b-446a-9348-08b8c2ffdcbb,ubereats,MEX,Tlaquepaque,Órale Desayunos,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,T8qACNTjZ55JbNKaB,7edbc5b6-79a9-4158-9f48-60ecd23ada19,ubereats,MEX,San Ángel,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,KfzXmqs5RMoH4967a,5764669732535996402,didi,MEX,Coapa,LA PANQUEQUERIA,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,fZxYbAanKxomkKS7P,cfd9a2bd-f0ea-4cea-a5ea-e008a1fec07f,ubereats,MEX,Carretera Nacional,The Breakfast Club,5.0,0,,restaurant_convenient|restaurant_store_accommodating|restaurant_sustainable_packaging|restaurant_reliable_service|restaurant_consistent,QUICK_DELIVERY,1.0,,,0
8.0,oxKqG4jZF6kGuYmyf,5aeba0e4-3746-401b-b04d-7bc4c8e44ac2,ubereats,MEX,Churubusco,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,SwuyvLa6hZ9YvjZiE,14fe6e71-110a-4914-b86e-1b27dfb410d1,ubereats,MEX,Tec,Órale Desayunos,5.0,0,,"RATINGS, RATINGS",,"RATINGS, RATINGS",,1.0,0
8.0,cPXjM3FAw8YZK7PQ7,2.439867736E9,rappi,MEX,San Nicolás,Brunch & Munch,5.0,0,,rrs_rest_accuracy_rate_5|Justo lo que pedí,ORDER_PRECISION,ORDER_PRECISION,,1.0,0
8.0,Fq3274mo4JCB7KSNw,a15307f7-b599-4809-8f4e-52123fa4b3b3,ubereats,MEX,Coapa,LA PANQUEQUERIA,5.0,1,,"RATINGS, RATINGS, HIGH_FOOD_QUALITY",,"RATINGS, RATINGS, SMALL_PORTIONS",PRICING,0.0,1
8.0,6vZHHdbnFJscsTrGD,5764669693663186932,didi,MEX,Tec,Pozórale,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,Qsx29RRWqave4JmFi,2.439867952E9,rappi,MEX,Tlaquepaque,Brunch & Munch,5.0,0,,rrs_rest_packaging_rate_5|Buena presentación,GOOD_PACKAGING,GOOD_PACKAGING,,1.0,0
8.0,LTygRNuWzDZo3AuDK,e414cf07-4ae3-4b1a-8ded-16196a92735d,ubereats,MEX,Cumbres,Brunch & Munch,1.0,1,,"BAD_PACKAGING|BAD_QUALITY, BAD_QUALITY, BAD_QUALITY",,"BAD_PRESENTATION|NOT_TASTY|WRONG_TEMPERATURE, SMALL_PORTIONS, NOT_TASTY","DELIVERY|QUALITY, PRICING, QUALITY",0.0,1
8.0,PwM4oS2wGobyZnBEu,f8f4d73d-b162-49a3-bf17-73c6bde5d515,ubereats,MEX,Santa Fe,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,uWKLfBssm6JXFtbEq,5764669787565264888,didi,MEX,Polanco,The Egg Spot,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,yCrFM92E36aCfb9YZ,32bef6a2-808c-4967-af4b-cfe415eb21a6,ubereats,MEX,Churubusco,Órale Desayunos,5.0,0,,"RATINGS, RATINGS, RATINGS",,"RATINGS, RATINGS, RATINGS",,1.0,0
8.0,xTHrg9vcWPQcCZXcD,2.439868478E9,rappi,MEX,Jardines,Desayunos de la Abuela,3.0,1,,comment|Comentario,RATINGS,RATINGS,0.0,,1
8.0,iZnHdvzxrTAE2wejC,183f4814-804f-40c8-912d-56ddd335d06d,ubereats,MEX,Metepec,Avocalia Desayunos,2.0,1,,restaurant_not_tasty|restaurant_not_worth_price,BAD_QUALITY|NOT_WORTH_PRICE,NOT_TASTY|SMALL_PORTIONS,PRICING|QUALITY,0.0,1
8.0,CYkJsQa3HPTkXNqm5,5764670035318603789,didi,MEX,Iztapalapa,The Breakfast Club,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,Dk3eMMKMnRPP8BwzB,5764669951562547223,didi,MEX,Santa Teresita,The Wrap Company MX,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,nbuf58mqnTXud52W3,6dcc6169-aaad-4d35-870a-cb63dc79c317,ubereats,MEX,Esmeralda,Brunch & Munch,5.0,0,,"RATINGS, RATINGS",,"RATINGS, RATINGS",,1.0,0
8.0,5SYP5bQYrDrCQEg7q,fdfbcb00-6bbd-4796-a400-7af876f442d6,ubereats,MEX,Santa Teresita,LA PANQUEQUERIA,5.0,0,,"RATINGS, RATINGS, RATINGS",,"RATINGS, RATINGS, RATINGS",,1.0,0
8.0,s2ztojAP3H93yN9r8,d8be64d0-d168-401f-bfb8-1e85f66455a8,ubereats,MEX,Tlaquepaque,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,uFJKTvFX3C5pk4Qao,5764669774520979439,didi,MEX,Lincoln,The Egg Spot,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,cE8YgaBYFooSdbKBd,2.439869637E9,rappi,MEX,Jardines del Valle,Brunch & Munch,5.0,0,,rrs_rest_packaging_rate_5|Buena presentación,GOOD_PACKAGING,GOOD_PACKAGING,,1.0,0
8.0,J6A5Ah9tsLZziriyJ,5764669802090139642,didi,MEX,Coapa,Desayunos de la Abuela,4.0,0,,Bien empacado,GOOD_PACKAGING,1.0,,,0
8.0,aEPwJynGLicKwuRgD,2.439869963E9,rappi,MEX,Coapa,Foodhub,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,W3FKSbqu8qn4WoAN6,b523c4b5-6139-4940-a489-f64a5c158a95,ubereats,MEX,Metepec,Órale Desayunos,2.0,1,,restaurant_not_worth_price,NOT_WORTH_PRICE,OTHER,PRICING,0.0,1
8.0,7GAucEaZ952xapBTH,2.439869944E9,rappi,MEX,Lindavista,LA PANQUEQUERIA,5.0,0,,comment|Comentario,RATINGS,RATINGS,1.0,,0
8.0,GFnqQQuWEHw3R662f,6175cbcf-3898-45d3-8ae9-60813d9ebb0f,ubereats,MEX,Canek,LA PANQUEQUERIA,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,4fxg8DRZ2vPjpswLN,0004c26c-6c69-4bd5-be5b-be3edef58117,ubereats,MEX,Santa Teresita,LA PANQUEQUERIA,4.0,0,,restaurant_store_accommodating,OTHER,OTHER,1.0,,0
8.0,Y57MgGPZYCuSgmDEb,2ccb1fe8-8281-42e8-ace1-a2c1fcdd40f3,ubereats,MEX,Coapa,Órale Desayunos,5.0,0,,"HIGH_FOOD_QUALITY, HIGH_FOOD_QUALITY, HIGH_FOOD_QUALITY",,1.0,,,0
8.0,srfkTgQcxt4b3Cssw,e1d88ea4-cb3a-4d75-806f-d5c46a2d3a3a,ubereats,MEX,Churubusco,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,LhN5DqwJDK6W7rJet,5764670037461893140,didi,MEX,Tec,Desayunos de la Abuela,5.0,0,,Exactamente como lo pedí|Precios razonables|Buena calidad de la comida|Porciones adecuadas|Menú variado|Bien empacado,GOOD_PACKAGING|HIGH_FOOD_QUALITY|ORDER_COMPLETENESS|ORDER_PRECISION|VARIETY_MENU_OPTIONS,1.0,,,0
8.0,5diCLSEJ547C2kYyu,5764670034525880335,didi,MEX,Doctores,The Wrap Company MX,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,HxdAjeBifaPSz5oqW,b27c3bb2-b9b8-4cd8-a42f-c06cd56a7b29,ubereats,MEX,Santa Fe,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,HYtnsEjDkNJG93TgW,c5a57d61-b015-4a14-b670-d619d571e2ef,ubereats,MEX,Churubusco,Órale Desayunos,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,tT6aatEGAyTwaBoFH,305ee9a5-f61f-492a-8a81-db9abd72c365,ubereats,MEX,Ciudad Judicial,Brunch & Munch,4.0,0,,restaurant_perfect_portions,ORDER_COMPLETENESS,1.0,,,0
8.0,Lv7FAMtnDZCWf59BJ,cb85598b-1d58-4329-921a-f22c8c172be1,ubereats,MEX,Doctores,LA PANQUEQUERIA,1.0,1,,RATINGS,,RATINGS,0.0,,1
8.0,xGjSy5xG6rT9PcAXZ,51ec20c7-dcba-483f-8e74-26c99e2ba4a0,ubereats,MEX,San Ángel,Órale Desayunos,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,3fcwjByzo6paSs9Ki,2.439870945E9,rappi,MEX,Saltillo Centro,Órale Desayunos,5.0,0,,comment|Comentario,RATINGS,RATINGS,1.0,,0
8.0,8w6PkaWzY6iRCgQSZ,2.439871011E9,rappi,MEX,Tabachines,Avocalia,1.0,1,,rrs_rest_quality_rate_1|Pésima calidad,BAD_QUALITY,OTHER,QUALITY,0.0,1
8.0,NunKMQYjryAPT4qkB,5764670094865137681,didi,MEX,Polanco,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,G9i5mjBxxdsDz4Tc5,2.439871393E9,rappi,MEX,Tlaquepaque,Brunch & Munch,5.0,0,,rrs_rest_quality_rate_5|Calidad de la comida,HIGH_FOOD_QUALITY,HIGH_FOOD_QUALITY,,1.0,0
8.0,8cwyfvRXscXS8nxFG,2.439871109E9,rappi,MEX,Volcanes,Desayunos de la Abuela,5.0,0,,comment|Comentario,RATINGS,RATINGS,1.0,,0
8.0,9jiAwFw5SPRyLgW38,2.439871564E9,rappi,MEX,Tlaquepaque,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,sDeZfsoMhi594hZW7,5764669956578934810,didi,MEX,Coapa,LA PANQUEQUERIA,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,wGpmLW9Ao3kYhvkXi,5764670172191326229,didi,MEX,Cumbres,LA PANQUEQUERIA,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,HdKSbSedWR5ESjTbv,6707a940-3a4f-4b2f-82aa-ef8b43223ba4,ubereats,MEX,Lindavista,Órale Desayunos,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,Xgh5DNFfYYhTRbL8H,ef77899a-fe82-4f0f-bfa9-f2d1376de4f6,ubereats,MEX,Jardines del Valle,Brunch & Munch,5.0,0,,"RATINGS, RATINGS",,"RATINGS, RATINGS",,1.0,0
8.0,KSG8Sn5Y5JnQfCXEq,2.439872037E9,rappi,MEX,Santa Teresita,The Breakfast Club,2.0,1,,rrs_rest_packaging_rate_2|Mala presentación,BAD_PACKAGING,BAD_PRESENTATION,DELIVERY,0.0,1
8.0,hYdrWZpBqPnXLagm9,5764670001357324290,didi,MEX,Lincoln,The Wrap Company MX,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,CQPZHgNdwv6hcn2id,2.439872152E9,rappi,MEX,San Nicolás,Órale Chilaquiles,5.0,0,,comment|Comentario,RATINGS,RATINGS,1.0,,0
8.0,LXma7TEBJXmLE4Mcp,5764669941584298003,didi,MEX,Lincoln,Chemaquiles,4.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,mRrWSMK7qz24b3yYN,2.439869657E9,rappi,MEX,Polanco,Desayunos de la Abuela,1.0,1,,rrs_rest_quality_rate_1|Pésima calidad,BAD_QUALITY,OTHER,QUALITY,0.0,1
8.0,LuxJSXcvKYo9N3Ssi,3c91c442-4a4f-4821-b42b-958dd9b4201a,ubereats,MEX,Polanco,Brunch & Munch,1.0,1,,"BAD_QUALITY, NOT_WORTH_PRICE, BAD_PACKAGING|BAD_QUALITY",,"NOT_TASTY, SMALL_PORTIONS, SPILLED_PACKAGING|WRONG_TEMPERATURE","QUALITY, PRICING, DELIVERY",0.0,1
8.0,EHxvkTmQnWyJ269EQ,3656f5fe-10b6-492b-b4c7-388a6c21c5ca,ubereats,MEX,Jardines,Órale Desayunos,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,ScdSWHC8gmSuL5pLM,2.439872345E9,rappi,MEX,Canek,The Breakfast Club,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,WpddxtmZvstn9h8Ka,a436e73e-e464-448a-8361-836e784ccb6b,ubereats,MEX,Ciudad Judicial,Eggy by Chef Eva,5.0,0,,"RATINGS, RATINGS, RATINGS, RATINGS",,"RATINGS, RATINGS, RATINGS, RATINGS",,1.0,0
8.0,XzZiLRfQpKH6yEr2T,8b763bc4-671c-4874-972b-f0d2c4e60aaa,ubereats,MEX,Saltillo Centro,Brunch & Munch,1.0,1,,"RATINGS, RATINGS",,"RATINGS, RATINGS",,0.0,1
8.0,vJuML6uqMudCtYKJs,2.439872636E9,rappi,MEX,La Calma,Brunch & Munch,2.0,1,,rrs_rest_completeness_rate_2|Faltó un item,ORDER_ACCURACY,MISSING_ITEM,PASE,0.0,1
8.0,Mh3RMvzz2Q9er2WjT,5764669951298306079,didi,MEX,Tabachines,LA PANQUEQUERIA,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,euTxrsZMDgayipWfM,2.439872779E9,rappi,MEX,Saltillo Centro,Desayunos de la Abuela,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,deBZPA7s3jLxET8QW,1fde04e0-4ead-4065-b930-03b4d751f4a6,ubereats,MEX,Saltillo Centro,Órale Desayunos,5.0,0,,"HIGH_FOOD_QUALITY, HIGH_FOOD_QUALITY",,1.0,,,0
8.0,LygXiXdcYRngCszvu,fbcfa358-bf34-4aca-9ca3-e27c6d50e748,ubereats,MEX,Canek,Brunch & Munch,5.0,0,,restaurant_nicely_presented,HIGH_FOOD_QUALITY,1.0,,,0
8.0,v59dFZwB66a3oGn5d,15913e37-6345-4315-841d-b7e094bf6bb1,ubereats,MEX,Doctores,Brunch & Munch,5.0,0,,"RATINGS, RATINGS, RATINGS, RATINGS",,"RATINGS, RATINGS, RATINGS, RATINGS",,1.0,0
8.0,LnJKwRfndfPs2dow9,76ce7c96-4d2a-4085-af86-c950f5e44d8d,ubereats,MEX,Polanco,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
8.0,ZiePiR6BFbcEWZbDf,adadf8ca-3549-4790-9195-e32c5080eb71,ubereats,MEX,Satélite,Brunch & Munch,5.0,0,,"RATINGS, RATINGS, RATINGS",,"RATINGS, RATINGS, RATINGS",,1.0,0
8.0,83PYMoywY9Pi7viFv,67c0bba0-0e62-4043-9233-6cbbf1adddba,ubereats,MEX,Iztapalapa,Brunch & Munch,5.0,0,,"RATINGS, RATINGS, RATINGS, RATINGS",,"RATINGS, RATINGS, RATINGS, RATINGS",,1.0,0
8.0,LkRhCv5gXMzHqwYk4,2.439874055E9,rappi,MEX,Del Valle,Brunch & Munch,1.0,1,,rrs_rest_completeness_rate_1|Faltaron algunos items,ORDER_ACCURACY,MISSING_ITEM,PASE,0.0,1
9.0,urD9Fix7q48s5DbEw,85e4efa4-b4ca-47a1-9c59-6808e9185ff6,ubereats,MEX,Satélite,Órale Desayunos,5.0,0,,RATINGS,,RATINGS,1.0,,0
9.0,QnG7ceESDvHdyMP3b,18cbd11c-cb83-43c4-82e4-321f6099016e,ubereats,MEX,La Calma,Eggy by Chef Eva,5.0,0,,RATINGS,,RATINGS,1.0,,0
9.0,TXhWyGDJYP4itN5iY,21bc570d-b526-4d02-852a-492c4b3b2b06,ubereats,MEX,Pedregal,Órale Desayunos,5.0,0,,"RATINGS, RATINGS",,"RATINGS, RATINGS",,1.0,0
9.0,ETwTePPewF3np2ntZ,e9257d2a-65e3-4f41-87a4-a740e6c3195e,ubereats,MEX,Pedregal,Órale Desayunos,4.0,0,,RATINGS,,RATINGS,1.0,,0
9.0,dEaPPiFKDCDHTe3Yf,7ad13d84-d6ff-4946-9d80-5b8b511ae6b2,ubereats,MEX,San Ángel,Órale Desayunos,5.0,0,,RATINGS,,RATINGS,1.0,,0
9.0,nnrKndbk57guhaGyE,2.439875756E9,rappi,MEX,Churubusco,Órale Desayunos,1.0,1,,RATINGS,,RATINGS,0.0,,1
9.0,Rs7ERuuWCA3pg3zHz,a0983afe-1b65-4d69-ac66-eab7f871b76c,ubereats,MEX,Saltillo Centro,Órale Desayunos,1.0,1,,BAD_QUALITY|NOT_WORTH_PRICE,,NOT_TASTY|SMALL_PORTIONS|WRONG_TEMPERATURE,DELIVERY|PRICING|QUALITY,0.0,1
9.0,YemDoMiNZMisoXCFk,5d9c6ab0-a04e-4ad2-aa7a-f08d653c3678,ubereats,MEX,Lindavista,Órale Desayunos,5.0,0,,RATINGS,,RATINGS,1.0,,0
9.0,NoxZoD5ejk6gixGt9,2.439876173E9,rappi,MEX,Saltillo Centro,Órale Desayunos,5.0,0,,rrs_rest_completeness_rate_5|Tal como lo pedí,ORDER_COMPLETENESS,ORDER_COMPLETENESS,,1.0,0
9.0,CYhnBBv3t24QgeNem,2.439875105E9,rappi,MEX,Cumbres,Órale Chilaquiles,1.0,1,,comment|Comentario,RATINGS,RATINGS,0.0,,1
9.0,ktQYG2WH6umAc439C,18c0047f-6829-4762-b238-2d983071b697,ubereats,MEX,Iztapalapa,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
9.0,zj2upRyYPEdBvfk2M,5caedf52-3399-4b1d-b575-efc19cfa72cc,ubereats,MEX,San Ángel,Desayunos de la Abuela,5.0,0,,"RATINGS, RATINGS, RATINGS, RATINGS, RATINGS",,"RATINGS, RATINGS, RATINGS, RATINGS, RATINGS",,1.0,0
9.0,QEWA3ft8v5PXTnHec,5764670061868548142,didi,MEX,Metepec,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
9.0,ZdyQsqzu9NGu6gX6u,0865cdf2-956b-4bf6-9fa9-64fe9f632f78,ubereats,MEX,Canek,Órale Desayunos,5.0,0,,"RATINGS, RATINGS",,"RATINGS, RATINGS",,1.0,0
9.0,un6yxyd8J2kNFMmvQ,8d0031d0-193b-40c5-8bdc-63d1fdc1deca,ubereats,MEX,Pedregal,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
9.0,Y8hrsBtJaFenfQy9Z,5764669934546255936,didi,MEX,Lindavista,The Wrap Company MX,1.0,1,,Entregó el producto incorrecto,ORDER_ACCURACY,WRONG_ITEM,PASE,0.0,1
9.0,MpmiPHyeWiFnzDYzh,5764670099915079739,didi,MEX,Saltillo Centro,Órale Desayunos,5.0,0,,RATINGS,,RATINGS,1.0,,0
9.0,B4qDMKZbjRp94fK66,2.439877138E9,rappi,MEX,Canek,Órale Chilaquiles,3.0,1,,RATINGS,,RATINGS,0.0,,1
9.0,KR8NX8T34oo58Sbrx,30ccb619-e89c-4cce-a4c3-afc9525c022e,ubereats,MEX,Del Valle,Brunch & Munch,4.0,0,,RATINGS,,RATINGS,1.0,,0
9.0,a6Pve4RanA6HeAfJP,5764670151714734153,didi,MEX,San Nicolás,Órale Desayunos,5.0,0,,RATINGS,,RATINGS,1.0,,0
9.0,rpyiyLzcNyFqPri5e,ea6c3235-ec6c-4870-bd23-ff5d0a8d16ff,ubereats,MEX,Jardines del Valle,Chemaquiles,5.0,0,,RATINGS,,RATINGS,1.0,,0
9.0,Gpx2Q5keXvBRyYsn3,2.43987754E9,rappi,MEX,Lindavista,Órale Desayunos,5.0,0,,comment|Comentario,RATINGS,RATINGS,1.0,,0
9.0,iHCN6QhNr9H9MPBHw,cf4f3323-bab9-40d8-8120-d56b01937572,ubereats,MEX,Carretera Nacional,Chemaquiles,5.0,0,,restaurant_consistent,OTHER,OTHER,1.0,,0
9.0,NWjRkLDdAYkm9kMxk,21ad88ad-1795-48a4-94b0-1fcb9e7ba93e,ubereats,MEX,Canek,Órale Desayunos,1.0,1,,RATINGS,,RATINGS,0.0,,1
9.0,ytDGftQtZTrpyEiLQ,830fb537-16f4-436a-a512-49b675567842,ubereats,MEX,Jardines,Brunch & Munch,1.0,1,,BAD_QUALITY|NOT_WORTH_PRICE,,NOT_TASTY|SMALL_PORTIONS,PRICING|QUALITY,0.0,1
9.0,Xnf9sG389qiwDJqXL,2.439878364E9,rappi,MEX,Montejo,Desayunos de la Abuela,5.0,0,,comment|Comentario,RATINGS,RATINGS,1.0,,0
9.0,8xFxXpx7W7NFMweWk,dedf8f48-5aad-43e0-a1de-45c8f806753e,ubereats,MEX,Cumbres,Órale Desayunos,5.0,0,,HIGH_FOOD_QUALITY,,1.0,,,0
9.0,5cWMnpRRHcaNTgKP9,2.439878577E9,rappi,MEX,Ciudad Judicial,Brunch & Munch,1.0,1,,rrs_rest_quality_rate_1|Pésima calidad,BAD_QUALITY,OTHER,QUALITY,0.0,1
9.0,SrzB3z7f27B53gpeZ,2.439878647E9,rappi,MEX,Volcanes,Avocalia,2.0,1,,rrs_rest_quality_rate_2|Mala calidad,BAD_QUALITY,OTHER,QUALITY,0.0,1
9.0,7aLuxpsKF4YB7hk9m,cdcaa98e-6a73-45e6-9082-602d385b4606,ubereats,MEX,Satélite,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
9.0,3M5qjYuAwzAqAkY6J,5764670015907364926,didi,MEX,Cumbres,Pozórale,5.0,0,,Buena calidad de la comida|Bien empacado|Menú variado|Precios razonables|Exactamente como lo pedí|Porciones adecuadas,GOOD_PACKAGING|HIGH_FOOD_QUALITY|ORDER_COMPLETENESS|ORDER_PRECISION|VARIETY_MENU_OPTIONS,1.0,,,0
9.0,AfHeq6LMKSJyyQ8TC,2ec1f347-59c1-44e9-8431-5c682e3e7402,ubereats,MEX,Lindavista,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
9.0,tre6p3YE3QM9u47PK,2.439878463E9,rappi,MEX,Lincoln,Desayunos de la Abuela,5.0,0,,comment|Comentario,RATINGS,RATINGS,1.0,,0
9.0,XPDhbQX2rbd6nALYp,2.439879533E9,rappi,MEX,Santa Fe,Foodhub,5.0,0,,comment|Comentario,RATINGS,RATINGS,1.0,,0
9.0,jcQMqbB2ZbxYQKGYq,2.439878894E9,rappi,MEX,Iztapalapa,The Breakfast Club,2.0,1,,rrs_rest_packaging_rate_2|Mala presentación,BAD_PACKAGING,BAD_PRESENTATION,DELIVERY,0.0,1
9.0,Hz7vj65mFqhcRDC6n,0f186173-69c3-450b-b13a-6f88f88c6b27,ubereats,MEX,Churubusco,LA PANQUEQUERIA,5.0,0,,HIGH_FOOD_QUALITY,,1.0,,,0
9.0,aeAa8yRqhhEoLGJej,7cf5c4e5-9274-498a-829e-d3fdb39a1011,ubereats,MEX,Lindavista,LA PANQUEQUERIA,5.0,0,,"RATINGS, RATINGS, RATINGS",,"RATINGS, RATINGS, RATINGS",,1.0,0
9.0,ENfP3sGnAoL3bKLED,2.43987985E9,rappi,MEX,Cumbres,Avocalia,5.0,0,,comment|Comentario,RATINGS,RATINGS,1.0,,0
9.0,4ug2maHW7ffnA85pZ,2.439879942E9,rappi,MEX,Saltillo Centro,Desayunos de la Abuela,5.0,0,,RATINGS,,RATINGS,1.0,,0
9.0,kXE5szsKE76jpsfFG,5764669938778308660,didi,MEX,Iztapalapa,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
9.0,FdNfkYDSmzNfqRZwE,4028ff2d-686d-4ed5-89ce-412216d7fa21,ubereats,MEX,Lindavista,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
9.0,vmeBFeT8Nw5QMW8zw,e9457a7a-f5d1-452a-b771-54772d364ae0,ubereats,MEX,Santa Catarina,Órale Desayunos,4.0,0,,restaurant_perfectly_seasoned,HIGH_FOOD_QUALITY,1.0,,,0
9.0,D8S5BLw3PEhbo4o8M,95c4a523-2f41-4046-94b3-668dcf539a6c,ubereats,MEX,Satélite,Brunch & Munch,5.0,0,,"RATINGS, HIGH_FOOD_QUALITY",,RATINGS,1.0,,0
9.0,YJABZD3JMhrne7Tpi,5de5a295-7a3b-4428-b258-7c8487c1ca37,ubereats,MEX,Tec,Órale Desayunos,1.0,1,,BAD_QUALITY,,BAD_PRESENTATION|NOT_TASTY,DELIVERY|QUALITY,0.0,1
9.0,kEsYWgRqQf3NHtsJB,9f379bbb-780b-419d-b2b9-124c41090519,ubereats,MEX,Iztapalapa,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
9.0,7gnvQDNozaQafdnRf,2.439880252E9,rappi,MEX,Coapa,LA PANQUEQUERIA,5.0,0,,comment|Comentario,RATINGS,RATINGS,1.0,,0
9.0,6q9Xe2jxx5J8T3uAG,5764670089018277966,didi,MEX,Coapa,The Egg Spot,5.0,0,,Well packaged,GOOD_PACKAGING,1.0,,,0
9.0,z4ZSCC2AL8cEmnpYw,0ee446a5-e975-429e-b35a-9307e2cda0ed,ubereats,MEX,Santa Fe,LA PANQUEQUERIA,5.0,0,,RATINGS,,RATINGS,1.0,,0
9.0,mX9abmRXWpBw9c7E2,5764670125596803130,didi,MEX,Estadio,Brunch & Munch,5.0,0,,Bien empacado,GOOD_PACKAGING,1.0,,,0
9.0,RXGTE3ycbkYjc99Lu,2.439880849E9,rappi,MEX,Pedregal,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
9.0,vJoSkxdYud2rxuE3u,77e4a7e8-fb56-4f2b-8c25-092a0e86d1be,ubereats,MEX,Polanco,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
9.0,FTTbXggM2oqA82Y87,f6458832-900c-477c-ba75-ce14ab9c0d38,ubereats,MEX,San Ángel,Órale Desayunos,1.0,1,,RATINGS,,RATINGS,0.0,,1
9.0,8b6R6yZbrjNqc8Kps,74bde566-f752-4d39-95de-3eb890bb638a,ubereats,MEX,Del Valle,LA PANQUEQUERIA,3.0,1,,restaurant_not_tasty,BAD_QUALITY,NOT_TASTY,QUALITY,0.0,1
9.0,yivS3Z4pCSEbKYvwa,f77dafc1-9c0a-4671-996a-7c1719e3318f,ubereats,MEX,Polanco,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
9.0,c7C9a9qQbMJGaS77G,790c9de6-e2f3-4782-879a-8d7b2ca8500b,ubereats,MEX,Tec,Avocalia Desayunos,1.0,1,,RATINGS,,RATINGS,0.0,,1
9.0,dB4d4YXiG9RYiDLQa,9ceeb4ba-586a-4905-9e2e-b1b68b6cca54,ubereats,MEX,Polanco,Órale Desayunos,1.0,1,,RATINGS,,RATINGS,0.0,,1
9.0,yxHu6bXd79naGpTzT,d20d80f2-cd75-436a-8d2d-a18440a8e4d4,ubereats,MEX,Satélite,Órale Desayunos,5.0,0,,RATINGS,,RATINGS,1.0,,0
