order_received_at_local,order_id,provider_order_id,provider_name,country,kitchen,brand,rating,comments,complaint,rating_tag,reason,reason_category,reason_area,# In Full,is infull
11.0,KHaFoxsABwKFEcX4j,5764669954574057765,didi,MEX,San Nicolás,Foodhub,2.0,"yo no sé quién le puso que sin topings pero si no tienen ganas de elaborar un buen producto namas diga ,",1,Productos faltantes,ORDER_ACCURACY|ORDER_COMPLETENESS,MISSING_ITEM,PASE,0.0,1
19.0,XCT25naq5WaAxaEEz,2.440166708E9,rappi,MEX,Coapa,LA PANQUEQUERIA,,"Vienen helados los hotcakes. El tiempo de espera fue excesivo ,",1,BAD_QUALITY|OUT_TIME,,DAMAGE_ITEM|DELIVERY_LATE|WRONG_TEMPERATURE,DELIVERY|QUALITY,0.0,1
13.0,mg3YT5T8kuLBGFnJp,2.439975642E9,rappi,MEX,Del Valle,Brunch & Munch,,"viene todo destrozado y no tiene nada que ver con la imagen con el producto,",1,BAD_PACKAGING|BAD_QUALITY,,BAD_PRESENTATION|DAMAGE_PACKAGING,DELIVERY,0.0,1
11.0,EqvM9o3tN5aeL6jP7,2.43991331E9,rappi,MEX,Santa Fe,Órale Desayunos,,"Viene todo batido , y con la bolsa rota,",1,BAD_PACKAGING|BAD_QUALITY,,DAMAGE_ITEM|DAMAGE_PACKAGING,DELIVERY|QUALITY,0.0,1
11.0,eN6wX9cQYNHvpsHhB,2.439914342E9,rappi,MEX,Saltillo Centro,Órale Chilaquiles,,"Tuve que poner yo la nota arruinando la sorpresa,",1,"ORDER_ACCURACY, ORDER_ACCURACY|ORDER_COMPLETENESS",,"MISSING_ITEM, MISSING_ITEM","PASE, PASE",0.0,1
10.0,RcJTnXw6bohcr8vxH,f1d48086-9768-4062-94c9-039e582a62ca,ubereats,MEX,Manacar,Órale Desayunos,1.0,"Trajeron la salsa verde que no pedí taché para el lugar sé que dice divorciados pero no hay otra opción para solo pedir salsa roja ,",1,restaurant_missed_request,ORDER_ACCURACY,WRONG_ITEM,PASE,0.0,1
8.0,4WfY3FX3WvzkpMptJ,ef0adcbc-40ae-41f3-9d25-b197dfeff42e,ubereats,MEX,Doctores,Órale Desayunos,4.0,"Todo bien solo les falta un poco más de aguacate más crema para los chilaquiles porque casi no traían,",0,restaurant_perfectly_cooked|restaurant_creative_options|restaurant_classic|restaurant_fast_casual,HIGH_FOOD_QUALITY|VARIETY_MENU_OPTIONS,1.0,,,0
14.0,6Aun2oXjgge9AG39d,2.440007947E9,rappi,MEX,San Jerónimo,Brunch & Munch,,"The product seems not fresh and has less product than advertised,",1,"BAD_QUALITY|ORDER_ACCURACY, BAD_QUALITY|ORDER_ACCURACY",,"DAMAGE_ITEM|MISSING_ITEM, DAMAGE_ITEM|MISSING_ITEM","QUALITY|PASE, QUALITY|PASE",0.0,1
20.0,hYgRNXMaYEfKY3XJr,2.440173938E9,rappi,MEX,Coapa,Mr Beast Burger,,"tardó mucho y por lo mismo ya esta todo remojado y chicloso el pan, además de estar muy frío, muy mala experiencia ,",1,BAD_QUALITY|OUT_TIME,,DAMAGE_ITEM|DELIVERY_LATE|NOT_TASTY|WRONG_TEMPERATURE,DELIVERY|QUALITY,0.0,1
20.0,FcWFESxgvHGMftWZG,eed0e888-cc37-4f87-b281-f86a3ac5efc7,ubereats,MEX,Tabachines,Honest Food,1.0,"Súper frío llego y muy chiquito ,",1,restaurant_too_slow|restaurant_not_worth_price,BAD_QUALITY|NOT_WORTH_PRICE|OUT_TIME,DELIVERY_LATE|SMALL_PORTIONS|WRONG_TEMPERATURE,DELIVERY|PRICING,0.0,1
12.0,6EAAK5n4jYL7deKoJ,2.439952708E9,rappi,MEX,Jardines,Tender Lovers,,"Son menos Boneless,",1,NOT_WORTH_PRICE|ORDER_ACCURACY,,SMALL_PORTIONS|WRONG_ITEM,PRICING|PASE,0.0,1
8.0,BnrXJcF2si6nfMb6c,b1a9ec37-4e26-4c9f-9335-7590985c2a58,ubereats,MEX,Doctores,LA PANQUEQUERIA,1.0,"Somos alérgicos a los frijoles y los huevos venían más frijoles que huevo y en ningún lado viene que trae eso no podemos comerlos pésima experiencia ,",1,restaurant_missed_request,ORDER_ACCURACY,MISSED_ORDER_NOTES,PASE,0.0,1
19.0,3MQ8gRuZQ7Xx2ym9n,2.440149741E9,rappi,MEX,Polanco,Mr Beast Burger Turbo,,"solo me llego 2 piezas ,",1,ORDER_ACCURACY,,MISSING_ITEM,PASE,0.0,1
9.0,pgRhHdg3THjoNHZkv,2.439883952E9,rappi,MEX,Lindavista,Brunch & Munch,,"solo llegó el huevo con la bebida, faltaron los chilaquiles ,",1,ORDER_ACCURACY|ORDER_COMPLETENESS,,MISSING_ITEM,PASE,0.0,1
9.0,KmBMsZNJmn7h8vX3h,2.439886136E9,rappi,MEX,Lindavista,Órale Desayunos Turbo,,"Solo llegaron los chilaquiles y la fruta ,",1,ORDER_ACCURACY|ORDER_COMPLETENESS,,MISSING_ITEM,PASE,0.0,1
15.0,r4DZyHXvw43PpZfuP,5764670081795687223,didi,MEX,San Ángel,Mr Beast Burger,5.0,"si está buena y la cantidad va de acuerdo con el precio, hamburguesa chica , costo chico, pero para mí estuvo bien ,",0,NOT_WORTH_PRICE,,SMALL_PORTIONS,PRICING,1.0,0
13.0,5p9wmApMcT84FuwhC,2.43995835E9,rappi,MEX,Cumbres,Órale Desayunos,,"Se pidió sin cebolla y viene con cebolla ,",1,BAD_QUALITY|ORDER_ACCURACY,,NOT_TASTY|WRONG_ITEM,QUALITY|PASE,0.0,1
10.0,2BZ7PqRbaMHpvN7HB,5764669953470955665,didi,MEX,Tlaquepaque,Brunch & Munch,3.0,"sabor a tocino,",1,Mala calidad de la comida,BAD_QUALITY,NOT_TASTY,QUALITY,0.0,1
18.0,LMApNyC6yBHkJaKmh,2.440137871E9,rappi,MEX,Tlaquepaque,Chicken Tenders Hub,,"Sabía muy feo,",1,BAD_QUALITY,,DAMAGE_ITEM|NOT_TASTY,QUALITY,0.0,1
17.0,MbEb5iCveRkGJGPcH,2.440110441E9,rappi,MEX,Del Valle,Mr Beast Burger,,"sabía muy desagradable ,",1,BAD_QUALITY,,DAMAGE_ITEM|NOT_TASTY,QUALITY,0.0,1
12.0,9YNutneL8mYpd63k8,5764670148032135509,didi,MEX,Doctores,Mr Beast Burger,5.0,"sabe demasiado a cebolla ,",1,BAD_QUALITY,,NOT_TASTY,QUALITY,0.0,1
21.0,iXE7riwGFq45FQqvT,2.440199057E9,rappi,MEX,Churubusco,Mr Beast Burger,1.0,"sabe demasiada insípida y rara y huele medio raro,",1,rrs_rest_quality_rate_1|Pésima calidad|damaged_item|unpleasant_taste,BAD_QUALITY,OTHER,QUALITY,0.0,1
17.0,ajwG2LzDxSFMYE3rj,2.44008972E9,rappi,MEX,Volcanes,La Neta Burgers (Orale Burgers),,"recobi solo un aderezo,",1,ORDER_ACCURACY,,WRONG_ITEM,PASE,0.0,1
16.0,WdzJSmWKdg3XwPaEZ,2.440071286E9,rappi,MEX,Santa Teresita,Que Chicken,,"Producto mal cocinado. Pasó mucho tiempo de espera después de estar cocinado y está frío ,",1,BAD_QUALITY,,DAMAGE_ITEM|RAW_OVERCOOKED,QUALITY,0.0,1
18.0,byxD4x2bMqwaNpYpt,6bb572a1-1e1a-4c6e-b305-0152259d1443,ubereats,MEX,Volcanes,House of Salads,1.0,"Porciones súper pequeñas 
 Pollo rostizado y descompuesto 
 Horrible jamás pidan 
 ,",1,restaurant_not_worth_price,BAD_QUALITY|NOT_WORTH_PRICE,DAMAGE_ITEM|SMALL_PORTIONS,PRICING|QUALITY,0.0,1
13.0,Fb3pwrCpjrGQQnWmi,5764670033947066869,didi,MEX,Carretera Nacional,Pozórale,1.0,"pequeñas porciones de carne ,",1,Porciones pequeñas,NOT_WORTH_PRICE,SMALL_PORTIONS,PRICING,0.0,1
11.0,ZbMjAGjNDgjmzCacm,3f6b9613-47d7-42bc-adf7-9fa0ede4ed96,ubereats,MEX,Doctores,Brunch & Munch,1.0,"Pedido incorrecto ,",1,restaurant_missed_request,ORDER_ACCURACY,MISSED_ORDER_NOTES,PASE,0.0,1
20.0,LattfbC2ZP7ESF6GP,2.440192435E9,rappi,MEX,Santa Teresita,Tender Lovers,,"Pedí una hamburguesa y me llegó una pizza ,",1,ORDER_ACCURACY,,WRONG_ITEM,PASE,0.0,1
20.0,SZqBfAvbd3zSXmdLz,2.440174651E9,rappi,MEX,Churubusco,Que Chicken,,"Pedí una hamburguesa y me llegó de un sabor que no era,",1,ORDER_ACCURACY,,WRONG_ITEM,PASE,0.0,1
9.0,aGF9N4diFc5Gycbg3,2.439882652E9,rappi,MEX,Churubusco,Brunch & Munch,,"Pedí un croassant de frutos y llegó un pan aplastado ,",1,ORDER_ACCURACY,,WRONG_ITEM,PASE,0.0,1
8.0,RWNyFooB3mJ6BJLJ7,2.439870978E9,rappi,MEX,Jardines del Valle,Brunch & Munch,,"pedi un croasant y llego un bowl de avena,",1,"ORDER_ACCURACY, ORDER_ACCURACY",,"WRONG_ITEM, WRONG_ITEM","PASE, PASE",0.0,1
20.0,Wue9pQBNPe8pETr3g,2.440189616E9,rappi,MEX,Ciudad Judicial,Avocalia,"pedí un consome y se regó todo, no se transporto con cuidado, se mojo el empaque y se regó,",,1,BAD_PACKAGING|BAD_QUALITY,,DAMAGE_ITEM|SPILLED_PACKAGING,DELIVERY|QUALITY,0.0,1
10.0,G2vaTYgTAkRtwo62Y,2.439895776E9,rappi,MEX,Lindavista,Órale Desayunos,,"Pedi un combo que incluía hot cakes y chilaquiles y no llegaron ,",1,ORDER_ACCURACY,,MISSING_ITEM,PASE,0.0,1
11.0,YNpjn9CcEhNNkxmDA,5764670155112120596,didi,MEX,Tec,Órale Desayunos,1.0,"pedí pollo en vez de huevo,",1,Entregó el producto incorrecto|Productos faltantes,ORDER_ACCURACY,MISSING_ITEM|WRONG_ITEM,PASE,0.0,1
17.0,AKuMJyT2ojnbsuMbr,5764670159742633130,didi,MEX,Jardines del Valle,Mr Beast Burger,2.0,"pedí papas signature y me enviaron papas a la francesa normales ,",1,ORDER_ACCURACY,,WRONG_ITEM,PASE,0.0,1
11.0,7ByZ4A5SR6rARJGZt,78f0c1c7-461d-42b5-8037-5daae7f643ed,ubereats,MEX,Doctores,LA PANQUEQUERIA,2.0,"Pedí fruta extra en un hotcakes y no siguieron esas especificaciones ,",1,restaurant_missed_request,ORDER_ACCURACY,MISSED_ORDER_NOTES,PASE,0.0,1
9.0,vfyqoc3vGqbhBhBN6,5764670080130547824,didi,MEX,Tlaquepaque,Brunch & Munch,3.0,"pedi dos huvos y solo viene uno mal servicio,",1,Productos faltantes|Porciones pequeñas|La tienda se demoró,ORDER_COMPLETENESS|OUT_TIME,DELIVERY_LATE|MISSING_ITEM,DELIVERY|PASE,0.0,1
19.0,Co8wyQr384bs7Cg3i,2.440159158E9,rappi,MEX,La Calma,Foodhub,"Pedi dos combos de hamburguesas papas fritas y refresco, y solo llego una hamburguesa y refresco ,",,1,ORDER_ACCURACY,,WRONG_ITEM,PASE,0.0,1
9.0,pBYbivCuSyJKdX7Jb,2.439881271E9,rappi,MEX,Coapa,Brunch & Munch,,"pedí con salsa verde y me llegó salsa roja,",1,BAD_QUALITY|ORDER_ACCURACY,,NOT_TASTY|WRONG_ITEM,QUALITY|PASE,0.0,1
17.0,NPc6rPqaPxdvKJ5We,2.440105168E9,rappi,MEX,Volcanes,Mr Beast Burger,2.0,"pedi coca zero y me mandaron una normal,",1,rrs_rest_accuracy_rate_2|No fue lo que pedí|wrong_item|wrong_taste,ORDER_ACCURACY,WRONG_ITEM,PASE,0.0,1
9.0,PgBpj8zw5cWAQGbLB,3b3409f1-5861-4bf6-902c-044504c375c7,ubereats,MEX,Pedregal,Órale Desayunos,3.0,"Pedí 5 chilaquiles y solo me trajeron 2 ,",1,restaurant_too_slow,ORDER_ACCURACY|OUT_TIME,DELIVERY_LATE|MISSING_ITEM,DELIVERY|PASE,0.0,1
9.0,dbz2nXvYj6CJ87ifZ,e1c39bc8-e8c8-486d-a815-701de0cf01a6,ubereats,MEX,Churubusco,Brunch & Munch,3.0,"Para la sazón normalmente en la Ciudad de México para el precio no muy buenos sinceramente muy poca porción para 2 personas parecía individual
 El combo . ,",1,restaurant_not_worth_price,NOT_WORTH_PRICE,SMALL_PORTIONS,PRICING,0.0,1
9.0,vP5hjSvnBtJfKofTi,8d013776-d7a2-4de0-8985-acc0c9f1d93d,ubereats,MEX,San Nicolás,LA PANQUEQUERIA,5.0,"no venia mi nutella extra q pague ,",1,ORDER_ACCURACY,,MISSING_ITEM,PASE,0.0,1
9.0,wrhXw2RjiAXTmKv4B,2.439886517E9,rappi,MEX,San Ángel,Brunch & Munch,,"no traen ni huevo ni salsa. ,",1,"ORDER_ACCURACY|ORDER_COMPLETENESS, ORDER_ACCURACY|ORDER_COMPLETENESS",,"MISSING_ITEM, MISSING_ITEM","PASE, PASE",0.0,1
10.0,ah63AKe8PEbK73HDY,2.439895589E9,rappi,MEX,Lincoln,The Breakfast Club,,"no trae glaseado y no se ni de que son,",1,BAD_QUALITY|ORDER_ACCURACY,,NOT_TASTY|WRONG_ITEM,QUALITY|PASE,0.0,1
10.0,fNwisH2GycrKBWynT,2.439907097E9,rappi,MEX,Cumbres,LA PANQUEQUERIA,,"No tiene carne ,",1,ORDER_ACCURACY,,MISSING_ITEM,PASE,0.0,1
17.0,ggn6t5xE2HtEfpCyC,2.440092138E9,rappi,MEX,Carretera Nacional,La Neta Burgers (Orale Burgers),,"No son las que pedí ,",1,"ORDER_ACCURACY, ORDER_ACCURACY, ORDER_ACCURACY",,"WRONG_ITEM, WRONG_ITEM, WRONG_ITEM","PASE, PASE, PASE",0.0,1
19.0,SzpmALGD4M94m47oT,2.440150246E9,rappi,MEX,Metepec,Chicken Tenders Hub,,"No quiero afectar al repartidor, pero llego todamojada mi hamburguesa ,",1,"BAD_PACKAGING|BAD_QUALITY, BAD_QUALITY",,"DAMAGE_ITEM, DAMAGE_ITEM","QUALITY, QUALITY",0.0,1
12.0,EtHfcgSvbBFfYn6KA,2.439934165E9,rappi,MEX,La Calma,Órale Desayunos,,"no pusieron queso,",1,ORDER_ACCURACY,,MISSING_ITEM,PASE,0.0,1
7.0,cZK7re7HqMNZq4uCD,2.439864931E9,rappi,MEX,Coapa,Brunch & Munch,,"no me mandaron los hotcakes,",1,ORDER_ACCURACY,,MISSING_ITEM,PASE,0.0,1
11.0,kzXb7LFfTBPCgoPeC,2.439928099E9,rappi,MEX,Churubusco,Órale Desayunos,,"No me llegó mi bebida,",1,ORDER_ACCURACY|OUT_TIME,,MISSING_ITEM|NOT_DELIVERED,DELIVERY|PASE,0.0,1
13.0,PWMNNSJWJvKJSiWWP,2.439972375E9,rappi,MEX,Esmeralda,Que Chicken,,"no me llegó el aderezo buffalo ranch ,",1,ORDER_ACCURACY,,MISSING_ITEM,PASE,0.0,1
13.0,LGgXH4PqkcAXNvawc,2.439982781E9,rappi,MEX,Estadio,La Neta Burgers (Orale Burgers),,"no m llegó mi bebida,",1,ORDER_ACCURACY,,MISSING_ITEM,PASE,0.0,1
15.0,y2CeyZSW89eYTu3wy,2.440049865E9,rappi,MEX,Montejo,House of Burgers,,"No lo pedi con queso, y esta bailado de queso ,",1,BAD_QUALITY|ORDER_ACCURACY,,NOT_TASTY|WRONG_ITEM,QUALITY|PASE,0.0,1
16.0,f543E2eS6ao452Qq4,2.440066965E9,rappi,MEX,Del Valle,Green House,,"no llego mi bebida,",1,ORDER_ACCURACY|OUT_TIME,,MISSING_ITEM|NOT_DELIVERED,DELIVERY|PASE,0.0,1
17.0,QDfiEtjC7egKZvzoP,2.440094155E9,rappi,MEX,La Calma,Don Gyros & Kebab,1.0,"No llegó lo que pedí !!!,",1,rrs_rest_accuracy_rate_1|No fue lo que pedí|missing_item|Not_arrived_bag_closed|False,ORDER_ACCURACY,WRONG_ITEM,PASE,0.0,1
13.0,2dJRG9EcLiuwJByfN,2.439968545E9,rappi,MEX,Iztapalapa,Foodhub,"no llego lo principal ,",,1,ORDER_ACCURACY|OUT_TIME,,MISSING_ITEM|NOT_DELIVERED,DELIVERY|PASE,0.0,1
9.0,xkaxGvoZxndiCi9uH,2.439887989E9,rappi,MEX,Cumbres,Brunch & Munch,,"no llego este producto,",1,"ORDER_ACCURACY|OUT_TIME, OUT_TIME, ORDER_ACCURACY|OUT_TIME, ORDER_ACCURACY|OUT_TIME, ORDER_ACCURACY|OUT_TIME",,"MISSING_ITEM|NOT_DELIVERED, NOT_DELIVERED, MISSING_ITEM|NOT_DELIVERED, MISSING_ITEM|NOT_DELIVERED, MISSING_ITEM|NOT_DELIVERED","DELIVERY|PASE, DELIVERY, DELIVERY|PASE, DELIVERY|PASE, DELIVERY|PASE",0.0,1
13.0,DHod52NHhdJtybhFp,2.439970887E9,rappi,MEX,Estadio,Brunch & Munch,,"No llegó el producto, solo llegó el croissant ,",1,"ORDER_ACCURACY|OUT_TIME, ORDER_ACCURACY|OUT_TIME",,"MISSING_ITEM|NOT_DELIVERED, MISSING_ITEM|NOT_DELIVERED","DELIVERY|PASE, DELIVERY|PASE",0.0,1
10.0,zFk84DAgpbhSy9qQ4,2.439892834E9,rappi,MEX,Cumbres,Brunch & Munch,,"No llego el pedido,",1,"ORDER_ACCURACY|OUT_TIME, ORDER_ACCURACY|OUT_TIME, ORDER_ACCURACY|OUT_TIME",,"NOT_DELIVERED|WRONG_ITEM, NOT_DELIVERED|WRONG_ITEM, NOT_DELIVERED|WRONG_ITEM","DELIVERY|PASE, DELIVERY|PASE, DELIVERY|PASE",0.0,1
10.0,ugAGw3cQmKMjwJQBB,2.439896727E9,rappi,MEX,Lindavista,Brunch & Munch,,"No llegó el frech toast ,",1,ORDER_ACCURACY|ORDER_COMPLETENESS,,MISSING_ITEM,PASE,0.0,1
18.0,WYGEHG7ZnePErmRLe,2.440139279E9,rappi,MEX,Canek,Tender Lovers,,"No llego completo ,",1,ORDER_ACCURACY,,WRONG_ITEM,PASE,0.0,1
10.0,SaXtePGbjqT2NtHhx,2.439891246E9,rappi,MEX,Carretera Nacional,Órale Desayunos,,"No llegaron los chilaquiles, solamente la salsa,",1,ORDER_ACCURACY,,MISSING_ITEM,PASE,0.0,1
17.0,BFEQzvfu6LqswEn6i,2.440109854E9,rappi,MEX,Tlaquepaque,La Neta Burgers (Orale Burgers),1.0,"NO LE PEDI QUESO Y SI LE PUSIERON,",1,wrong_item|totally_different_product,ORDER_ACCURACY,WRONG_ITEM,PASE,0.0,1
15.0,76m7Z8SWwcvuQErjE,2.440022779E9,rappi,MEX,Pedregal,Honest Food,,"Não veio o brócolis ,",1,ORDER_ACCURACY|ORDER_COMPLETENESS,,MISSING_ITEM,PASE,0.0,1
15.0,MMsXRzc8ogXBHeSBd,2.440044471E9,rappi,MEX,Tlaquepaque,Mr Beast Burger,,"Muy quemado ,",1,BAD_QUALITY,,DAMAGE_ITEM|RAW_OVERCOOKED,QUALITY,0.0,1
13.0,rXFsdQb2B2E9riivF,5764669968276849091,didi,MEX,Ciudad Judicial,Avocalia,4.0,"muy poco pollo, sin acompañamientos como queso, chile y aguacate además (medio limon) :/,",1,NOT_WORTH_PRICE|ORDER_COMPLETENESS,,MISSING_ITEM|SMALL_PORTIONS,PRICING|PASE,0.0,1
18.0,G3tv6ugmdcDG7fhRk,2.440143499E9,rappi,MEX,La Calma,Mr Beast Burger,,"muy pequeños,",1,NOT_WORTH_PRICE|ORDER_ACCURACY,,SMALL_PORTIONS|WRONG_ITEM,PRICING|PASE,0.0,1
19.0,2YWrDf8XMQaXfxrrg,5764669993790801391,didi,MEX,Santa Teresita,Don Gyros & Kebab,1.0,"Muy mala la preparación, pedimos 2 pita veggie falafel y ninguno traía hummus, cebolla encurtida, pepino ni jitomate. ,",1,Mala calidad de la comida,BAD_QUALITY|ORDER_ACCURACY,MISSING_ITEM|NOT_TASTY,QUALITY|PASE,0.0,1
12.0,pjLZQXsEKSDaQ9nEH,433afc9a-2d85-4b4e-94e8-d6adf757de8e,ubereats,MEX,San Jerónimo,Honest Food,1.0,"Muy mala la comida muy salado el pollo y pocas porciones para el precio. Casi 170 pesos por muy poco pollo muy poco arroz y muy poca lechuga y muy salado,",1,restaurant_not_tasty|restaurant_not_worth_price,BAD_QUALITY|NOT_WORTH_PRICE,NOT_TASTY|SMALL_PORTIONS,PRICING|QUALITY,0.0,1
11.0,maBH7svkbYuKgrbup,2.439917367E9,rappi,MEX,Churubusco,Brunch & Munch,,"Muy diferente a lo que se ve en la foto ,",1,NOT_WORTH_PRICE|ORDER_ACCURACY,,SMALL_PORTIONS|WRONG_ITEM,PRICING|PASE,0.0,1
8.0,kBJffZ55hN4DFLRJJ,0eb8d61b-ea10-4c74-b50a-17e63706318d,ubereats,MEX,Azcapotzalco,Brunch & Munch,5.0,"Muy bueno,",0,restaurant_hole-in-the-wall|restaurant_perfect_portions|restaurant_upscale|restaurant_sustainable_packaging|restaurant_unique_flavors|restaurant_fast_casual,HIGH_FOOD_QUALITY,1.0,,,0
21.0,xRXhbSZ6mrwL8wRgh,fc75f874-2624-4cd6-aa2f-07142713ca88,ubereats,MEX,Santa Teresita,Que Chicken,5.0,"Muchas gracias por la sustitución muy rico todo :),",0,restaurant_store_accommodating|restaurant_reliable_service|restaurant_great_selection,HIGH_FOOD_QUALITY|ORDER_PRECISION|VARIETY_MENU_OPTIONS,1.0,,,0
9.0,tomJEHknb4MHFWRW5,6da76711-05fc-4a4b-9824-64f6c445b6e9,ubereats,MEX,Polanco,Órale Desayunos,1.0,"Missing items. Refund policy not applicable.,",1,restaurant_missed_request|restaurant_poor_packaging,BAD_PACKAGING|ORDER_ACCURACY,MISSING_ITEM,PASE,0.0,1
11.0,G9Nx65qJ3EderZ6bq,2.439930358E9,rappi,MEX,La Calma,La Panquequería Turbo,,"Mismo caso, con cebolla y sin crema y solo lo pedí con cilantro queso y crema ,",1,ORDER_ACCURACY,,MISSED_ORDER_NOTES|MISSING_ITEM,PASE,0.0,1
10.0,jKWf3TqfDhzxWwHFu,2.43989496E9,rappi,MEX,Pedregal,Brunch & Munch,,"mi croissant llego deshecho,",1,BAD_PACKAGING|BAD_QUALITY,,BAD_PRESENTATION|DAMAGE_ITEM,DELIVERY|QUALITY,0.0,1
10.0,ALArAdiG2pkNpEExi,2.439895092E9,rappi,MEX,Pedregal,Brunch & Munch,,"mi comida llego batida,",1,BAD_PACKAGING|BAD_QUALITY,,DAMAGE_ITEM|DAMAGE_PACKAGING,DELIVERY|QUALITY,0.0,1
12.0,kwdcqtqzbECwX39ms,2.439933106E9,rappi,MEX,Tlaquepaque,Orale Chilaquiles Turbo,,"Mi burrito no tenía carne,",1,ORDER_ACCURACY,,MISSING_ITEM,PASE,0.0,1
10.0,s3deAmacxwHQ5EcZk,5764670050556510390,didi,MEX,Satélite,Brunch & Munch,1.0,"me mandaron otra cosa ,",1,ORDER_ACCURACY,,WRONG_ITEM,PASE,0.0,1
22.0,mynohN4wpYzYRupFC,2.440219298E9,rappi,MEX,La Calma,Que Chicken,,"me llego otro pedido,",1,"ORDER_ACCURACY|OUT_TIME, ORDER_ACCURACY|OUT_TIME",,"MISSING_ITEM|NOT_DELIVERED, MISSING_ITEM|NOT_DELIVERED","DELIVERY|PASE, DELIVERY|PASE",0.0,1
8.0,yNG5jDYB7qNAPNgCH,2.439868992E9,rappi,MEX,Pedregal,LA PANQUEQUERIA,,"Me llegó miel en vez de nutella ,",1,ORDER_ACCURACY,,MISSING_ITEM,PASE,0.0,1
14.0,MFokmMDoGosjkEPqY,5764670192651141668,didi,MEX,Coapa,Honest Food,1.0,"Me hizo daño la comida, tengo granos y ganas de vomitar, solo comí eso, es importante que los productos vengan frescos y en buena condicion,",1,Mala calidad de la comida,BAD_QUALITY,DAMAGE_ITEM,QUALITY,0.0,1
12.0,k4TPxrvYXaup9nEWq,2.439942406E9,rappi,MEX,Estadio,Honest Food,4.0,"me faltó servilletas y cubiertos,",1,damaged_item|poorly_transported_edible,BAD_QUALITY,DAMAGE_ITEM,QUALITY,0.0,1
17.0,Pkv7ExKSTvv7T35k8,2.440105131E9,rappi,MEX,Coapa,Mr Beast Burger,,"me enviaron otra cosa,",1,ORDER_ACCURACY,,WRONG_ITEM,PASE,0.0,1
10.0,XCccX3Fuh7QFZ6fnu,5461bbe1-3960-45d0-976e-837c23af37ee,ubereats,MEX,Cumbres,Órale Desayunos,1.0,"Me enviaron chilaquiles verdes sin salsa verde.,",1,restaurant_too_slow|restaurant_not_worth_price,NOT_WORTH_PRICE|ORDER_ACCURACY|OUT_TIME,DELIVERY_LATE|WRONG_ITEM,DELIVERY|PASE,0.0,1
16.0,uFWBgyQtx8BWq6dFS,2.440087233E9,rappi,MEX,San Ángel,Mr Beast Burger,,"me enviaron aros de cebolla en vez de mis boneles,",1,ORDER_ACCURACY,,WRONG_ITEM,PASE,0.0,1
18.0,QdTsxbcS7LWsgx45y,2.440122109E9,rappi,MEX,Montejo,Honest Food,4.0,"Me dieron guacamole,",1,comment|Comentario|wrong_item|totally_different_product,ORDER_ACCURACY,WRONG_ITEM,PASE,0.0,1
9.0,r5tDzQwSvT5i2j5KG,abb81da3-2029-4359-ab66-677079e3e778,ubereats,MEX,Canek,LA PANQUEQUERIA,2.0,"Me cobraron la nutela y no traía ,",1,restaurant_missed_request,ORDER_ACCURACY,MISSING_ITEM,PASE,0.0,1
9.0,M2m6n2HEgbAYtSCx6,2.439889459E9,rappi,MEX,Manacar,Brunch & Munch,,"Mandaron un croissant diferente al ordenado ,",1,ORDER_ACCURACY,,WRONG_ITEM,PASE,0.0,1
21.0,B5eAtq2dWsJA3GYez,4c1f20e5-7d69-4b38-a62f-090508683613,ubereats,MEX,Churubusco,Mr Beast Burger,1.0,"Los productos además de fríos estaban quemados las papas tan “doradas” que no se podían comer ,",1,restaurant_not_worth_price,BAD_QUALITY|NOT_WORTH_PRICE,RAW_OVERCOOKED|WRONG_TEMPERATURE,DELIVERY|QUALITY,0.0,1
9.0,RbCRdqSrM7yq4dxHS,2.439882888E9,rappi,MEX,Churubusco,Brunch & Munch,,"Los pancakes llegaron fríos y duros, además de que saben a pura grasa. Cero recomendables :( ,",1,BAD_QUALITY,,DAMAGE_ITEM|NOT_TASTY|WRONG_TEMPERATURE,DELIVERY|QUALITY,0.0,1
9.0,kL33oo8ixq4HDraBA,2.439882543E9,rappi,MEX,Santa Teresita,Brunch & Munch,,"los huevos tenían cáscara y los hot cake estaban crudos por dentro ,",1,BAD_QUALITY,,DAMAGE_ITEM|RAW_OVERCOOKED,QUALITY,0.0,1
10.0,YyGZhSQgQCeSCyXSA,2.439902286E9,rappi,MEX,Churubusco,Brunch & Munch,,"Los chilaquiles vienen muy poca proporción y muy pequeña ,",1,NOT_WORTH_PRICE|ORDER_ACCURACY,,SMALL_PORTIONS|WRONG_ITEM,PRICING|PASE,0.0,1
10.0,PWj44bBjD7NYcptv2,2.439909806E9,rappi,MEX,Volcanes,Brunch & Munch,,"Lo mismo que el comentario anterior EXTREMADAMENTE DULCES ,",1,BAD_QUALITY,,DAMAGE_ITEM|NOT_TASTY,QUALITY,0.0,1
19.0,hoK9eHRfLJJQh5HdC,2.440163895E9,rappi,MEX,Tec,Chicken Tenders Hub,5.0,"Llego una chica vs el tamaño tipico grande,",1,comment|Comentario|missing_item|Not_arrived_bag_closed|False,ORDER_COMPLETENESS,MISSING_ITEM,PASE,0.0,1
9.0,e9or2QGLQdzxoyqn4,2.439876534E9,rappi,MEX,Satélite,Brunch & Munch,,"Llego un pedido diferente ,",1,"ORDER_ACCURACY, ORDER_ACCURACY, ORDER_ACCURACY",,"WRONG_ITEM, WRONG_ITEM, WRONG_ITEM","PASE, PASE, PASE",0.0,1
